stimulus,word_type,valence,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stimuli.started,key_resp_2.started,fixation.stopped,trial.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Hope,word,positive,w,0,9,9,9,13.599380099998598,,,,,,,,,13.58611589999964,13.599380099998598,14.599463999998989,14.599463999998989,14.599463999998989,15.034780599999067,w,1,0.4283531999990373,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Blurf,non-word,neutral,n,0,10,10,31,15.05023280000023,,,,,,,,,15.03619289999915,15.05023280000023,16.0488553999985,16.0488553999985,16.06547739999951,16.71733779999886,w,0,0.6532129999995959,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Plonk,non-word,neutral,n,0,11,11,36,16.733261599998514,,,,,,,,,16.719026199998552,16.733261599998514,17.731654100000014,17.731654100000014,17.748337600000013,18.40006209999956,n,1,0.6608579000003374,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Smile,word,positive,w,0,12,12,6,18.41466229999969,,,,,,,,,18.401506000000154,18.41466229999969,19.414416199999323,19.414416199999323,19.414416199999323,19.949795799999265,w,1,0.5334084000005532,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Fear,word,negative,w,0,13,13,12,19.966097999998965,,,,,,,,,19.95100420000017,19.966097999998965,20.963928499999383,20.963928499999383,20.98042650000025,21.53235399999903,w,1,0.5524076000001514,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Failure,word,negative,w,0,14,14,14,21.547776899999008,,,,,,,,,21.53412909999861,21.547776899999008,22.546663099999932,22.546663099999932,22.563481399998636,23.38168719999885,w,1,0.8322065000011207,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Clock,word,neutral,w,0,15,15,28,23.40147590000015,,,,,,,,,23.383557799999835,23.40147590000015,24.396045599998615,24.396045599998615,24.412769099999423,24.916539699999703,w,1,0.5051246999992145,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Chair,word,neutral,w,0,16,16,22,24.93332889999874,,,,,,,,,24.918266099999528,24.93332889999874,25.928961399999025,25.928961399999025,25.945468799998707,26.363965499998812,w,1,0.42804939999950875,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Xylph,non-word,neutral,n,0,17,17,30,26.383109700000205,,,,,,,,,26.365396399998644,26.383109700000205,27.378354099999342,27.378354099999342,27.394973799999207,27.94614509999883,n,1,0.5591722000008303,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Window,word,neutral,w,0,18,18,24,27.961496799998713,,,,,,,,,27.947477300000173,27.961496799998713,28.961097299999892,28.961097299999892,28.961097299999892,29.496069400000124,w,1,0.5214040000009845,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Trouble,word,negative,w,0,19,19,18,29.510864500000025,,,,,,,,,29.497370999999475,29.510864500000025,30.510580999998638,30.510580999998638,30.510580999998638,31.01293429999896,w,1,0.49869569999827945,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Bright,word,positive,w,0,20,20,7,31.028922800000146,,,,,,,,,31.014262799999415,31.028922800000146,32.02695209999911,32.02695209999911,32.04344149999997,32.412389399998574,w,1,0.3823069000009127,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Glirn,non-word,neutral,n,0,21,21,33,32.43259380000018,,,,,,,,,32.41438009999911,32.43259380000018,33.42633819999901,33.42633819999901,33.44285839999975,33.82891599999857,w,0,0.39859009999963746,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Loss,word,negative,w,0,22,22,16,33.84927919999973,,,,,,,,,33.830453799999304,33.84927919999973,34.84265450000021,34.84265450000021,34.8591794999993,35.344275800000105,w,1,0.4860434999991412,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Grief,word,negative,w,0,23,23,19,35.36004839999987,,,,,,,,,35.3460871999996,35.36004839999987,36.35853429999952,36.35853429999952,36.375281099999484,36.79373099999975,w,1,0.42338529999869934,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Paper,word,neutral,w,0,24,24,29,36.81047919999946,,,,,,,,,36.7952779999996,36.81047919999946,37.8081930999997,37.8081930999997,37.82472189999862,38.24431379999987,w,1,0.4269969000015408,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Pain,word,negative,w,0,25,25,15,38.25964289999865,,,,,,,,,38.246012300000075,38.25964289999865,39.257562199998574,39.257562199998574,39.274270399999295,39.642668099999355,w,1,0.37257949999911943,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Peace,word,positive,w,0,26,26,5,39.65741739999976,,,,,,,,,39.644151299999066,39.65741739999976,40.65719679999893,40.65719679999893,40.65719679999893,40.95907780000016,w,1,0.29676199999994424,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Love,word,positive,w,0,27,27,2,40.97918690000006,,,,,,,,,40.960548899998685,40.97918690000006,41.97328209999978,41.97328209999978,41.99013489999925,42.392920700000104,w,1,0.4168098000009195,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Door,word,neutral,w,0,28,28,25,42.40969330000007,,,,,,,,,42.39448309999898,42.40969330000007,43.40636699999959,43.40636699999959,43.422974399998566,43.77440789999855,w,1,0.3564635000002454,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Bork,non-word,neutral,n,0,29,29,37,43.789270499999475,,,,,,,,,43.77546919999986,43.789270499999475,44.78907439999966,44.78907439999966,44.78907439999966,45.14138719999937,w,0,0.3499867999998969,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Frienship,word,positive,w,0,30,30,8,45.156556799998725,,,,,,,,,45.14283499999874,45.156556799998725,46.15537989999939,46.15537989999939,46.15537989999939,46.52427650000027,w,1,0.36496099999931175,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Sad,word,negative,w,0,31,31,10,46.54096339999887,,,,,,,,,46.52573239999947,46.54096339999887,47.538189599999896,47.538189599999896,47.55451919999905,48.039722899999106,w,1,0.4913314999994327,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Freedom,word,positive,w,0,32,32,4,48.05454099999952,,,,,,,,,48.0410342999985,48.05454099999952,49.054470899998705,49.054470899998705,49.054470899998705,49.43929919999937,w,1,0.3699335000001156,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Plant,word,neutral,w,0,33,33,27,49.45453989999987,,,,,,,,,49.4409586999991,49.45453989999987,50.453849999999875,50.453849999999875,50.453849999999875,50.77196399999957,w,1,0.3095214999993914,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Lamp,word,neutral,w,0,34,34,23,50.78689269999995,,,,,,,,,50.7730679999986,50.78689269999995,51.7868897999997,51.7868897999997,51.7868897999997,52.105127699998775,w,1,0.315358700001525,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Quimf,non-word,neutral,n,0,35,35,35,52.12339879999854,,,,,,,,,52.106578299999455,52.12339879999854,53.11971110000013,53.11971110000013,53.13652659999934,53.538394600000174,w,0,0.41495690000010654,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Pencil,word,neutral,w,0,36,36,26,53.55451279999943,,,,,,,,,53.54009020000012,53.55451279999943,54.55211589999999,54.55211589999999,54.56871519999913,55.23732049999853,w,1,0.6791812000010395,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Woxel,non-word,neutral,n,0,37,37,32,55.25606989999869,,,,,,,,,55.238705599998866,55.25606989999869,56.2519459999985,56.2519459999985,56.26860510000006,56.770284999998694,n,1,0.5149275999992824,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Cry,word,negative,w,0,38,38,17,56.785030899998674,,,,,,,,,56.77160980000008,56.785030899998674,57.78397819999918,57.78397819999918,57.80074330000025,58.2690676000002,w,1,0.47447900000042864,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
Snarp,non-word,neutral,n,0,39,39,39,58.28380929999912,,,,,,,,,58.27041039999858,58.28380929999912,59.28377619999992,59.28377619999992,59.28377619999992,59.735424200000125,w,0,0.4407699000003049,None,p6,001,2024-11-30_18h24.03.705,lexical decision,2024.1.5,None,2024-11-30 18h24.15.860673 +0530,
