stimulus,word_type,valence,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stimuli.started,key_resp_2.started,fixation.stopped,trial.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Failure,word,negative,w,0,19,19,14,39.831455199999255,,,,,,,,,39.81569359999958,39.831455199999255,40.82805709999957,40.82805709999957,40.844407099999444,41.3968705999996,w,1,0.5602132000003621,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Freedom,word,positive,w,0,20,20,4,41.41314599999896,,,,,,,,,41.39852830000018,41.41314599999896,42.4107812000002,42.4107812000002,42.42746850000003,42.91215489999922,w,1,0.48649380000097153,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Plonk,non-word,neutral,n,0,21,21,36,42.92671159999918,,,,,,,,,42.91360789999999,42.92671159999918,43.92663510000057,43.92663510000057,43.92663510000057,44.41244410000036,n,1,0.4772183999994013,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Anger,word,negative,w,0,22,22,11,44.43278640000062,,,,,,,,,44.41413149999971,44.43278640000062,45.42629300000044,45.42629300000044,45.44304519999969,46.02777149999929,w,1,0.5884053999998287,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Door,word,neutral,w,0,23,23,25,46.042482499999096,,,,,,,,,46.02928629999951,46.042482499999096,47.04243829999905,47.04243829999905,47.04243829999905,47.46139860000039,w,1,0.4063456000003498,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Trouble,word,negative,w,0,24,24,18,47.478187900000194,,,,,,,,,47.463112600000386,47.478187900000194,48.47523519999959,48.47523519999959,48.49172820000058,48.94429289999971,w,1,0.45857019999857584,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Window,word,neutral,w,0,25,25,24,48.961211699999694,,,,,,,,,48.94596300000012,48.961211699999694,49.95813629999975,49.95813629999975,49.97477880000042,50.49413679999998,w,1,0.521703599999455,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Zart,non-word,neutral,n,0,26,26,34,50.513874000000214,,,,,,,,,50.49584920000052,50.513874000000214,51.50749369999903,51.50749369999903,51.52421289999984,52.00993279999966,n,1,0.48849690000133705,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Cry,word,negative,w,0,27,27,17,52.02662550000059,,,,,,,,,52.01158620000024,52.02662550000059,53.0238945000001,53.0238945000001,53.04037679999965,53.94249619999937,w,1,0.9113276999996742,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Chair,word,neutral,w,0,28,28,22,53.96297930000037,,,,,,,,,53.944683600000644,53.96297930000037,54.95625079999991,54.95625079999991,54.97301019999941,55.87553879999905,w,1,0.916235400000005,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Death,word,negative,w,0,29,29,13,55.892481200000475,,,,,,,,,55.87721919999967,55.892481200000475,56.88925559999916,56.88925559999916,56.905656900000395,57.340992800000095,w,1,0.44227890000001935,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Hope,word,positive,w,0,30,30,9,57.362008199999764,,,,,,,,,57.34249610000006,57.362008199999764,58.35557229999904,58.35557229999904,58.37170639999931,58.73991120000028,w,1,0.3754520999991655,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Sad,word,negative,w,0,31,31,10,58.75792360000014,,,,,,,,,58.74184509999941,58.75792360000014,59.75477130000036,59.75477130000036,59.77124879999974,60.12391779999962,w,1,0.3606326999997691,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Happy,word,positive,w,0,32,32,0,60.141523599999346,,,,,,,,,60.125640099999146,60.141523599999346,61.137450199999876,61.137450199999876,61.15407249999953,61.67285939999965,w,1,0.521299199999703,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Bork,non-word,neutral,n,0,33,33,37,61.68720399999984,,,,,,,,,61.67439159999958,61.68720399999984,62.68730329999926,62.68730329999926,62.68730329999926,63.13853890000064,w,0,0.43415880000065954,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Smile,word,positive,w,0,34,34,6,63.15321380000023,,,,,,,,,63.139993000000686,63.15321380000023,64.15312359999916,64.15312359999916,64.15312359999916,64.78836480000064,w,1,0.6208306000007724,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Xylph,non-word,neutral,n,0,35,35,30,64.80701229999977,,,,,,,,,64.79035280000062,64.80701229999977,65.80282119999902,65.80282119999902,65.81934329999967,66.37174539999978,n,1,0.5572109000004275,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Plant,word,neutral,w,0,36,36,27,66.38771020000058,,,,,,,,,66.37350539999898,66.38771020000058,67.38532499999928,67.38532499999928,67.40194479999991,68.18746509999983,w,1,0.7927701000007801,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Loss,word,negative,w,0,37,37,16,68.20307130000037,,,,,,,,,68.18913529999918,68.20307130000037,69.20157569999901,69.20157569999901,69.21802500000013,70.16977939999924,w,1,0.9543625000005704,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Bright,word,positive,w,0,38,38,7,70.18428350000067,,,,,,,,,70.17126830000052,70.18428350000067,71.18417559999943,71.18417559999943,71.18417559999943,71.66943609999907,w,1,0.468112900000051,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
Peace,word,positive,w,0,39,39,5,71.68363379999937,,,,,,,,,71.67124639999929,71.68363379999937,72.68358489999991,72.68358489999991,72.68358489999991,74.66893139999956,w,1,1.9744549999995797,None,p1,001,2024-11-30_18h14.02.725,lexical decision,2024.1.5,None,2024-11-30 18h14.19.158381 +0530,
