stimulus,word_type,valence,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stimuli.started,key_resp_2.started,fixation.stopped,trial.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Frienship,word,positive,w,0,15,15,8,23.71392150000065,,,,,,,,,23.698012599999856,23.71392150000065,24.710166700000627,24.710166700000627,24.72665280000001,25.2283996999995,w,1,0.5103796000003058,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Happy,word,positive,w,0,16,16,0,25.24516489999951,,,,,,,,,25.22978470000089,25.24516489999951,26.24303350000082,26.24303350000082,26.259647400000176,26.744871099999727,w,1,0.4955835000000661,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Clock,word,neutral,w,0,17,17,28,26.75919889999932,,,,,,,,,26.746203099999548,26.75919889999932,27.759059300000445,27.759059300000445,27.759059300000445,28.34370630000012,w,1,0.5675245999991603,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Xylph,non-word,neutral,n,0,18,18,30,28.359911499999725,,,,,,,,,28.345015900000362,28.359911499999725,29.358465200000865,29.358465200000865,29.375009299999874,29.876670699999522,n,1,0.5035591000014392,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Snarp,non-word,neutral,n,0,19,19,39,29.891408900000897,,,,,,,,,29.878398200000447,29.891408900000897,30.89144379999925,30.89144379999925,30.89144379999925,31.359835499999463,n,1,0.45529460000034305,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Darz,non-word,neutral,n,0,20,20,38,31.37623970000095,,,,,,,,,31.361200699999245,31.37623970000095,32.374191599999904,32.374191599999904,32.39068600000064,32.842894100000194,n,1,0.46333010000125796,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Bright,word,positive,w,0,21,21,7,32.85868169999958,,,,,,,,,32.84445400000004,32.85868169999958,33.85703339999964,33.85703339999964,33.87363100000039,34.3590705000006,w,1,0.49775640000007115,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Quimf,non-word,neutral,n,0,22,22,35,34.37938729999951,,,,,,,,,34.36053990000073,34.37938729999951,35.373126200000115,35.373126200000115,35.38986429999932,35.99139450000075,n,1,0.6062141999991582,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Door,word,neutral,w,0,23,23,25,36.006045000000086,,,,,,,,,35.992766699999265,36.006045000000086,37.0059626000002,37.0059626000002,37.0059626000002,37.65757730000041,w,1,0.6444379000004119,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Chair,word,neutral,w,0,24,24,22,37.67205810000087,,,,,,,,,37.6589010000007,37.67205810000087,38.67200269999921,38.67200269999921,38.67200269999921,39.157900000000154,w,1,0.4799607000004471,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Fear,word,negative,w,0,25,25,12,39.17291119999936,,,,,,,,,39.159572799999296,39.17291119999936,40.17147939999995,40.17147939999995,40.18829750000077,40.64026240000021,w,1,0.4621433000011166,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Success,word,positive,w,0,26,26,3,40.655813400000625,,,,,,,,,40.641746900000726,40.655813400000625,41.653897599999254,41.653897599999254,41.67053060000035,42.50463200000013,w,1,0.8400949000006221,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Zart,non-word,neutral,n,0,27,27,34,42.520210299999235,,,,,,,,,42.50530319999962,42.520210299999235,43.52033649999976,43.52033649999976,43.52033649999976,44.104906700000356,n,1,0.571015499999703,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Smile,word,positive,w,0,28,28,6,44.11986179999985,,,,,,,,,44.10620430000017,44.11986179999985,45.11965129999953,45.11965129999953,45.11965129999953,45.78827210000054,w,1,0.665149600001314,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Paper,word,neutral,w,0,29,29,29,45.802633100000094,,,,,,,,,45.789597900000444,45.802633100000094,46.801887100000386,46.801887100000386,46.801887100000386,47.23704809999981,w,1,0.4300421000007191,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Failure,word,negative,w,0,30,30,14,47.25155040000027,,,,,,,,,47.238411800000904,47.25155040000027,48.25138549999974,48.25138549999974,48.25138549999974,48.7364963,w,1,0.47162919999937003,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Blurf,non-word,neutral,n,0,31,31,31,48.75109770000017,,,,,,,,,48.73792839999987,48.75109770000017,49.75100150000071,49.75100150000071,49.75100150000071,50.28597230000014,n,1,0.5290074999993521,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Trouble,word,negative,w,0,32,32,18,50.30063560000053,,,,,,,,,50.28726889999962,50.30063560000053,51.3005919999996,51.3005919999996,51.3005919999996,51.919005100000504,w,1,0.6151795999994647,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Woxel,non-word,neutral,n,0,33,33,32,51.93781870000021,,,,,,,,,51.92033360000096,51.93781870000021,52.93427060000067,52.93427060000067,52.950548400000116,53.55274389999977,n,1,0.6163379999998142,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Window,word,neutral,w,0,34,34,24,53.566624400000364,,,,,,,,,53.554187899999306,53.566624400000364,54.566423599999325,54.566423599999325,54.566423599999325,55.08490019999954,w,1,0.507134399998904,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Love,word,positive,w,0,35,35,2,55.10234270000001,,,,,,,,,55.08622640000067,55.10234270000001,56.099471400000766,56.099471400000766,56.115891499999634,57.00080809999963,w,1,0.8944054999992659,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Hope,word,positive,w,0,36,36,9,57.01549800000066,,,,,,,,,57.00250910000068,57.01549800000066,58.015443199999936,58.015443199999936,58.015443199999936,58.550287500000195,w,1,0.5215905000004568,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Pencil,word,neutral,w,0,37,37,26,58.5649684,,,,,,,,,58.55206910000015,58.5649684,59.564734900000985,59.564734900000985,59.564734900000985,60.016708400000425,w,1,0.4410449000006338,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Plant,word,neutral,w,0,38,38,27,60.03116600000067,,,,,,,,,60.018020600000455,60.03116600000067,61.03078149999965,61.03078149999965,61.03078149999965,61.48253250000016,w,1,0.4393682000008994,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
Joy,word,positive,w,0,39,39,1,61.50383449999936,,,,,,,,,61.48385280000002,61.50383449999936,62.49700750000011,62.49700750000011,62.51356719999967,62.91525279999951,w,1,0.40648329999930866,None,p2,001,2024-11-30_18h16.33.437,lexical decision,2024.1.5,None,2024-11-30 18h16.58.244518 +0530,
