stimulus,word_type,valence,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,stimuli.started,key_resp_2.started,fixation.stopped,trial.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Glirn,non-word,neutral,n,0,11,11,33,16.621857799998907,,,,,,,,,16.605880099999922,16.621857799998907,17.61849489999986,17.61849489999986,17.635081099999297,18.219901200000095,n,1,0.5903978999995161,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Chair,word,neutral,w,0,12,12,22,18.234758700000384,,,,,,,,,18.22122169999966,18.234758700000384,19.234689200000503,19.234689200000503,19.234689200000503,19.719320700000026,w,1,0.4713893999996799,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Loss,word,negative,w,0,13,13,16,19.73416019999968,,,,,,,,,19.72054349999962,19.73416019999968,20.733989099999235,20.733989099999235,20.733989099999235,21.352171099999396,w,1,0.6040061000003334,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Happy,word,positive,w,0,14,14,0,21.370520999998917,,,,,,,,,21.353499900000315,21.370520999998917,22.36670839999897,22.36670839999897,22.383361300000615,22.752029699999184,w,1,0.3780248000002757,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Freedom,word,positive,w,0,15,15,4,22.76647409999896,,,,,,,,,22.75333750000027,22.76647409999896,23.766358099999707,23.766358099999707,23.766358099999707,24.051283499999045,w,1,0.2682178999984899,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Success,word,positive,w,0,16,16,3,24.07043650000014,,,,,,,,,24.053067900000315,24.07043650000014,25.0656072999991,25.0656072999991,25.08221930000036,25.500666199999614,w,1,0.4208736000000499,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Grief,word,negative,w,0,17,17,19,25.515412299999298,,,,,,,,,25.50198520000049,25.515412299999298,26.515472999999474,26.515472999999474,26.515472999999474,27.135533499998928,w,1,0.6027682999992976,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Book,word,neutral,w,0,18,18,21,27.152340900000127,,,,,,,,,27.137383299999783,27.152340900000127,28.14809079999941,28.14809079999941,28.16476899999907,28.649948000000222,w,1,0.49874260000069626,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Pencil,word,neutral,w,0,19,19,26,28.6664937000005,,,,,,,,,28.651315299999624,28.6664937000005,29.664425799999663,29.664425799999663,29.68110859999979,30.082616800000324,w,1,0.40108210000107647,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Peace,word,positive,w,0,20,20,5,30.098158000000694,,,,,,,,,30.084434799999144,30.098158000000694,31.097231300000203,31.097231300000203,31.113709699999163,31.76505879999968,w,1,0.6537638999998308,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Pain,word,negative,w,0,21,21,15,31.780082299999776,,,,,,,,,31.766269199999442,31.780082299999776,32.77983630000017,32.77983630000017,32.77983630000017,33.48104169999897,w,1,0.6998186000000715,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Woxel,non-word,neutral,n,0,22,22,32,33.49601579999944,,,,,,,,,33.48191179999958,33.49601579999944,34.495690300000206,34.495690300000206,34.495690300000206,35.230656499999895,n,1,0.7316122000011092,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Joy,word,positive,w,0,23,23,1,35.25127119999888,,,,,,,,,35.23188850000042,35.25127119999888,36.245358599999236,36.245358599999236,36.26200380000046,36.83028379999996,w,1,0.5779619999993884,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Quimf,non-word,neutral,n,0,24,24,35,36.84913719999895,,,,,,,,,36.83161370000016,36.84913719999895,37.845062500000495,37.845062500000495,37.86155680000047,38.57973469999888,n,1,0.7227682000011555,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Smile,word,positive,w,0,25,25,6,38.59637079999993,,,,,,,,,38.58127659999991,38.59637079999993,39.59421300000031,39.59421300000031,39.61101249999956,40.146406699999716,w,1,0.5497656999996252,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Lamp,word,neutral,w,0,26,26,23,40.161128600000666,,,,,,,,,40.147763699998904,40.161128600000666,41.160434800000075,41.160434800000075,41.160434800000075,41.82868790000066,w,1,0.6608873000004678,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Snarp,non-word,neutral,n,0,27,27,39,41.84568720000061,,,,,,,,,41.83072689999972,41.84568720000061,42.84331190000012,42.84331190000012,42.859919000000446,43.644834799999444,n,1,0.7925770999991073,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Plant,word,neutral,w,0,28,28,27,43.65942679999898,,,,,,,,,43.646212199999354,43.65942679999898,44.659333499999775,44.659333499999775,44.659333499999775,45.06039529999907,w,1,0.3905183000006218,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Xylph,non-word,neutral,n,0,29,29,30,45.079875400000674,,,,,,,,,45.06178639999962,45.079875400000674,46.07542509999985,46.07542509999985,46.09208910000052,46.643646000000444,n,1,0.5597787999995489,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Paper,word,neutral,w,0,30,30,29,46.65901510000003,,,,,,,,,46.64506380000057,46.65901510000003,47.658331599999656,47.658331599999656,47.658331599999656,48.259670199999164,w,1,0.5848728999990271,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Blurf,non-word,neutral,n,0,31,31,31,48.275214100000085,,,,,,,,,48.26135969999996,48.275214100000085,49.27432079999926,49.27432079999926,49.27432079999926,49.95986450000055,n,1,0.6822456999998394,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Table,word,neutral,w,0,32,32,20,49.97891580000032,,,,,,,,,49.96157019999919,49.97891580000032,50.973998699999356,50.973998699999356,50.990545999999085,51.509444899998925,w,1,0.5173063000002003,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Anger,word,negative,w,0,33,33,11,51.53105619999951,,,,,,,,,51.511277800000244,51.53105619999951,52.52323629999955,52.52323629999955,52.53980430000047,53.14154529999905,w,1,0.6079644999990705,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Sad,word,negative,w,0,34,34,10,53.15618360000008,,,,,,,,,53.14290339999934,53.15618360000008,54.15586529999928,54.15586529999928,54.15586529999928,54.54135949999909,w,1,0.3825629000002664,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Hope,word,positive,w,0,35,35,9,54.55680519999987,,,,,,,,,54.54269310000018,54.55680519999987,55.555791700000555,55.555791700000555,55.57240040000033,56.040513899999496,w,1,0.4685558000001038,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Plonk,non-word,neutral,n,0,36,36,36,56.057561600000554,,,,,,,,,56.04246579999926,56.057561600000554,57.05497110000033,57.05497110000033,57.07170980000046,57.789855400000306,n,1,0.7174832000000606,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Clock,word,neutral,w,0,37,37,28,57.80588440000065,,,,,,,,,57.7915651000003,57.80588440000065,58.80443600000035,58.80443600000035,58.821219100000235,59.24032950000037,w,1,0.43306790000133333,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Trouble,word,negative,w,0,38,38,18,59.25870690000011,,,,,,,,,59.24241669999901,59.25870690000011,60.25373480000053,60.25373480000053,60.270617300000595,60.73886780000066,w,1,0.47342940000089584,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
Window,word,neutral,w,0,39,39,24,60.753606899999795,,,,,,,,,60.74011090000022,60.753606899999795,61.75356230000034,61.75356230000034,61.75356230000034,62.32176640000034,w,1,0.5515364999992016,None,p4,001,2024-11-30_18h20.59.862,lexical decision,2024.1.5,None,2024-11-30 18h21.14.302034 +0530,
