trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,19.267960600089282,,19.229010300012305,10,19.267960600089282,19.267960600089282,0.028196900035254657,20.525891500059515,[-0.18703703703703703],[0.10462962962962963],[1],[0],[0],[1.2689947000471875],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
11,0,11,0,20.565749400062487,,20.528435000102036,10,20.565749400062487,20.565749400062487,0.026293399976566434,23.80779790005181,[-0.019444444444444445],[0.04351851851851852],[1],[0],[0],[3.253330900100991],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
12,0,12,0,23.848454300081357,,23.81048230000306,10,23.848454300081357,23.848454300081357,0.026643999968655407,25.14081630005967,[0.1287037037037037],[0.33055555555555555],[1],[0],[0],[1.3039048000937328],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
13,0,13,0,25.18130610010121,,25.143373600090854,10,25.18130610010121,25.18130610010121,0.02608239999972284,27.423738699988462,[0.30277777777777776],[0.001851851851851852],[1],[0],[0],[2.2545121000148356],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
14,0,14,0,27.464104100014083,,27.42628820007667,10,27.464104100014083,27.464104100014083,0.025929099996574223,29.289475099998526,[-0.1962962962962963],[0.3416666666666667],[1],[0],[0],[1.837526399991475],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
15,0,15,0,29.31303449999541,,29.29204050009139,5,29.31303449999541,29.31303449999541,0.013673400040715933,30.638985100085847,[-0.08611111111111111],[-0.1527777777777778],[1],[0],[0],[1.3334621998947114],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
16,0,16,0,30.66522540000733,,30.641773300012574,5,30.66522540000733,30.66522540000733,0.015157500049099326,32.30509740009438,[0.37592592592592594],[-0.2101851851851852],[1],[0],[0],[1.6484277000417933],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
17,0,17,0,32.3496032000985,,32.3080621000845,10,32.3496032000985,32.3496032000985,0.03020389995072037,34.5210161000723,[0.43425925925925923],[-0.4425925925925926],[1],[0],[0],[2.1830162999685854],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
18,0,18,0,34.547501099994406,,34.52401400008239,5,34.547501099994406,34.547501099994406,0.01579130010213703,36.98688320000656,[-0.22962962962962963],[0.1574074074074074],[1],[0],[0],[2.447450799983926],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
19,0,19,0,37.02759640000295,,36.98963790002745,10,37.02759640000295,37.02759640000295,0.026746399933472276,38.58639840001706,[0.2638888888888889],[0.4425925925925926],[1],[0],[0],[1.5702899999450892],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
20,0,20,0,38.61056080006529,,38.58919060009066,5,38.61056080006529,38.61056080006529,0.0142236000392586,40.71898600005079,[0.4703703703703704],[-0.4740740740740741],[1],[0],[0],[2.115807699970901],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
21,0,21,0,40.761395600042306,,40.72183280007448,10,40.761395600042306,40.761395600042306,0.028078499948605895,43.168280499987304,[-0.13055555555555556],[-0.2962962962962963],[1],[0],[0],[2.4185614000307396],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
22,0,22,0,43.19185679999646,,43.17084810009692,5,43.19185679999646,43.19185679999646,0.013698599999770522,44.60118120000698,[-0.16944444444444445],[0.1037037037037037],[1],[0],[0],[1.4167785999597982],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
23,0,23,0,44.62714500003494,,44.604444800061174,5,44.62714500003494,44.62714500003494,0.015673400019295514,45.88416290003806,[0.425],[-0.16203703703703703],[1],[0],[0],[1.2644147999817505],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
24,0,24,0,45.910008200095035,,45.887545600067824,5,45.910008200095035,45.910008200095035,0.015719600021839142,47.43349580001086,[-0.32222222222222224],[0.08148148148148149],[1],[0],[0],[1.5308604999445379],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
25,0,25,0,47.47658980009146,,47.43691960000433,10,47.47658980009146,47.47658980009146,0.02885120001155883,49.06624700000975,[-0.30648148148148147],[-0.4212962962962963],[1],[0],[0],[1.600889699999243],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
26,0,26,0,49.09265130001586,,49.06948070006911,5,49.09265130001586,49.09265130001586,0.01583550008945167,51.4492180000525,[-0.1111111111111111],[-0.3055555555555556],[1],[0],[0],[2.3642803999828175],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
27,0,27,0,51.49310280010104,,51.45210150000639,10,51.49310280010104,51.49310280010104,0.029672999982722104,53.94841890002135,[-0.4398148148148148],[0.4935185185185185],[1],[0],[0],[2.4668221999891102],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
28,0,28,0,53.972595300059766,,53.95107040007133,5,53.972595300059766,53.972595300059766,0.01407100004144013,55.597789000021294,[0.24351851851851852],[-0.2361111111111111],[1],[0],[0],[1.6328680000733584],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
29,0,29,0,55.62406810000539,,55.600657700095326,5,55.62406810000539,55.62406810000539,0.015822699991986156,56.99690500006545,[-0.42777777777777776],[-0.2638888888888889],[1],[0],[0],[1.3807352000148967],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
30,0,30,0,57.03989670006558,,56.99982430005912,10,57.03989670006558,57.03989670006558,0.028842699946835637,59.42933980002999,[0.49444444444444446],[0.05277777777777778],[1],[0],[0],[2.401020299992524],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
31,0,31,0,59.46996980009135,,59.43198140000459,10,59.46996980009135,59.46996980009135,0.026875399984419346,60.79577640001662,[0.037037037037037035],[0.23055555555555557],[1],[0],[0],[1.3371518000494689],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
32,0,32,0,60.81913140008692,,60.79844340006821,5,60.81913140008692,60.81913140008692,0.013575499993748963,61.6954177999869,[-0.08425925925925926],[0.09351851851851851],[1],[0],[0],[0.8836275000358],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
33,0,33,0,61.739654700038955,,61.698810500092804,10,61.739654700038955,61.739654700038955,0.02975790004711598,63.09503870003391,[-0.3037037037037037],[-0.32314814814814813],[1],[0],[0],[1.3671487000538036],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
34,0,34,0,63.13757170003373,,63.0976934999926,10,63.13757170003373,63.13757170003373,0.02836220001336187,65.14471330004744,[0.07777777777777778],[0.10648148148148148],[1],[0],[0],[2.018917699926533],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
35,0,35,0,65.1878449000651,,65.14733840001281,10,65.1878449000651,65.1878449000651,0.02891220001038164,66.51045370008796,[0.20092592592592592],[0.33611111111111114],[1],[0],[0],[1.3344469000585377],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
36,0,36,0,66.53569610009436,,66.51339710003231,5,66.53569610009436,66.53569610009436,0.01488999999128282,68.1439507000614,[-0.30833333333333335],[-0.037037037037037035],[1],[0],[0],[1.6157256999285892],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
37,0,37,0,68.18570130004082,,68.14694110001437,10,68.18570130004082,68.18570130004082,0.027975299977697432,69.159489300102,[-0.15555555555555556],[-0.21944444444444444],[1],[0],[0],[0.9848605000879616],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
38,0,38,0,69.20318150008097,,69.16254990000743,10,69.20318150008097,69.20318150008097,0.02973890001885593,70.24299570010044,[0.020370370370370372],[-0.1175925925925926],[1],[0],[0],[1.0509759999113157],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
39,0,39,0,70.28499640000518,,70.24554650008213,10,70.28499640000518,70.28499640000518,0.028026500018313527,72.34237239998765,[0.1787037037037037],[-0.3],[1],[0],[0],[2.068993099965155],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
40,0,40,0,72.36764370009769,,72.34520920005161,5,72.36764370009769,72.36764370009769,0.01511690008919686,73.49159790005069,[-0.32222222222222224],[-0.024074074074074074],[1],[0],[0],[1.1314542000181973],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
41,0,41,0,73.53545600001235,,73.49537500005681,10,73.53545600001235,73.53545600001235,0.029567399993538857,77.54092860000674,[0.13240740740740742],[-0.4638888888888889],[1],[0],[0],[4.01636020001024],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
42,0,42,0,77.56587400007993,,77.54349850001745,5,77.56587400007993,77.56587400007993,0.014724600012414157,78.64035760005936,[-0.4537037037037037],[-0.4546296296296296],[1],[0],[0],[1.0823347000405192],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
43,0,43,0,78.66647430008743,,78.64329190005083,5,78.66647430008743,78.66647430008743,0.015395499998703599,80.22274530003779,[-0.05185185185185185],[0.4648148148148148],[1],[0],[0],[1.5642718999879435],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
44,0,44,0,80.2494606000837,,80.22594949998893,5,80.2494606000837,80.2494606000837,0.015549800009466708,81.88867970008869,[-0.1962962962962963],[-0.3814814814814815],[1],[0],[0],[1.64751229993999],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
45,0,45,0,81.93377630005125,,81.89198190008756,10,81.93377630005125,81.93377630005125,0.030344000086188316,83.17222170007881,[0.08148148148148149],[-0.23333333333333334],[1],[0],[0],[1.2501562000252306],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
46,0,46,0,83.19701420003548,,83.17472170002293,5,83.19701420003548,83.19701420003548,0.014684199937619269,84.6719684000127,[-0.07685185185185185],[0.09166666666666666],[1],[0],[0],[1.482741400017403],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
47,0,47,0,84.69625680008903,,84.67465100006666,5,84.69625680008903,84.69625680008903,0.01421460008714348,86.8373719000956,[0.4527777777777778],[-0.44907407407407407],[1],[0],[0],[2.1487783000338823],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
48,0,48,0,86.86499220004771,,86.84106120001525,5,86.86499220004771,86.86499220004771,0.016898800036869943,88.62020020000637,[0.25277777777777777],[0.1962962962962963],[1],[0],[0],[1.76274709997233],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
49,0,49,0,88.66567060002126,,88.62391790002584,10,88.66567060002126,88.66567060002126,0.03118769999127835,91.88560220005456,[0.15648148148148147],[-0.39814814814814814],[1],[0],[0],[3.230974599951878],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
50,0,50,0,91.92884529998992,,91.888827900053,10,91.92884529998992,91.92884529998992,0.028784000081941485,94.21867960004602,[-0.021296296296296296],[0.11666666666666667],[1],[0],[0],[2.30146029999014],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
51,0,51,0,94.25967599998694,,94.22155780007597,10,94.25967599998694,94.25967599998694,0.027291700011119246,96.41832130006514,[0.175],[0.24259259259259258],[1],[0],[0],[2.169772799941711],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
52,0,52,0,96.44163750007283,,96.42096680006944,5,96.44163750007283,96.44163750007283,0.013532200013287365,98.017470800085,[-0.3138888888888889],[-0.18611111111111112],[1],[0],[0],[1.5830852000508457],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
53,0,53,0,98.05927720002364,,98.02068740001414,10,98.05927720002364,98.05927720002364,0.02747810003347695,99.93317470001057,[0.0],[-0.17685185185185184],[1],[0],[0],[1.8853940000990406],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
54,0,54,0,99.9563604000723,,99.93567140004598,5,99.9563604000723,99.9563604000723,0.013437899993732572,101.11614520009607,[-0.041666666666666664],[-0.10648148148148148],[1],[0],[0],[1.167199100018479],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
55,0,55,0,101.14130980009213,,101.11903090006672,5,101.14130980009213,101.14130980009213,0.014793499954976141,102.23244839999825,[0.14074074074074075],[0.412962962962963],[1],[0],[0],[1.0988779000472277],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
56,0,56,0,102.26006710005458,,102.23603360005654,5,102.26006710005458,102.26006710005458,0.01677919994108379,104.2322637999896,[0.24166666666666667],[-0.1648148148148148],[1],[0],[0],[1.9798458999721333],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
57,0,57,0,104.25711950007826,,104.23545030003879,5,104.25711950007826,104.25711950007826,0.01432979991659522,105.54801140003838,[0.007407407407407408],[-0.33611111111111114],[1],[0],[0],[1.2985706999897957],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
58,0,58,0,105.57277259998955,,105.55093170003965,5,105.57277259998955,105.57277259998955,0.014645099989138544,106.71414410008583,[0.26851851851851855],[-0.44907407407407407],[1],[0],[0],[1.1488095000386238],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
59,0,59,0,106.76040560007095,,106.71716020000167,10,106.76040560007095,106.76040560007095,0.0307168000144884,108.76375800010283,[-0.35],[0.26851851851851855],[1],[0],[0],[2.0162460000719875],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
60,0,60,0,108.80439609999303,,108.76642390002962,10,108.80439609999303,108.80439609999303,0.026440000045113266,110.59676740004215,[0.3574074074074074],[0.5],[1],[0],[0],[1.8041493999771774],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
61,0,61,0,110.6207132000709,,110.5994204999879,5,110.6207132000709,110.6207132000709,0.013750000041909516,112.74577640008647,[-0.3861111111111111],[-0.062037037037037036],[1],[0],[0],[2.1327730999328196],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
62,0,62,0,112.79041630006395,,112.74899009999353,10,112.79041630006395,112.79041630006395,0.029348500072956085,113.87939870008267,[-0.11481481481481481],[0.33055555555555555],[1],[0],[0],[1.1015053000301123],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
63,0,63,0,113.91988820000552,,113.88212170009501,10,113.91988820000552,113.91988820000552,0.02631470002233982,115.29511900001671,[-0.3101851851851852],[0.32407407407407407],[1],[0],[0],[1.3868825000245124],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
64,0,64,0,115.33576180005912,,115.29778050002642,10,115.33576180005912,115.33576180005912,0.02656100003514439,116.41163089999463,[-0.4305555555555556],[0.4203703703703704],[1],[0],[0],[1.0875018999213353],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
65,0,65,0,116.45296910009347,,116.41459900001064,10,116.45296910009347,116.45296910009347,0.027250200044363737,118.29410260007717,[-0.018518518518518517],[-0.07962962962962963],[1],[0],[0],[1.8525670999661088],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
66,0,66,0,118.32100340002216,,118.29679450008553,5,118.32100340002216,118.32100340002216,0.015933900023810565,120.14358840009663,[-0.003703703703703704],[0.25555555555555554],[1],[0],[0],[1.8310394000727683],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
67,0,67,0,120.16968450008426,,120.14654690003954,5,120.16968450008426,120.16968450008426,0.015634099952876568,121.70954780001193,[-0.4861111111111111],[-0.337037037037037],[1],[0],[0],[1.5476628000615165],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
68,0,68,0,121.73495489999186,,121.71220619999804,5,121.73495489999186,121.73495489999186,0.014954400015994906,123.94285750004929,[-0.35555555555555557],[0.4675925925925926],[1],[0],[0],[2.2158119999803603],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
69,0,69,0,123.99398430006113,,123.94725050008856,10,123.99398430006113,123.99398430006113,0.03513450000900775,125.55863760004286,[-0.2537037037037037],[-0.17962962962962964],[1],[0],[0],[1.576861499925144],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
70,0,70,0,125.60099740000442,,125.5614214000525,10,125.60099740000442,125.60099740000442,0.027758400072343647,126.80871080001816,[-0.44074074074074077],[-0.25555555555555554],[1],[0],[0],[1.2198411000426859],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
71,0,71,0,126.83377310005017,,126.81121710001025,5,126.83377310005017,126.83377310005017,0.014621600043028593,127.94125550007448,[-0.05277777777777778],[-0.11574074074074074],[1],[0],[0],[1.1156018999172375],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
72,0,72,0,127.96829950006213,,127.94428610010073,5,127.96829950006213,127.96829950006213,0.015581000014208257,130.75643599999603,[0.14722222222222223],[-0.3287037037037037],[1],[0],[0],[2.7967881999211386],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
73,0,73,0,130.78300820000004,,130.75976829999126,5,130.78300820000004,130.78300820000004,0.015877600060775876,133.0060128000332,[-0.5074074074074074],[0.22314814814814815],[1],[0],[0],[2.230782500002533],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
74,0,74,0,133.0327858000528,,133.00924959999975,5,133.0327858000528,133.0327858000528,0.01595690008252859,134.52227110008243,[-0.46296296296296297],[0.43425925925925923],[1],[0],[0],[1.4974473000038415],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
75,0,75,0,134.54625340003986,,134.52490330010187,5,134.54625340003986,134.54625340003986,0.013947899919003248,136.13839330000337,[0.25092592592592594],[0.37777777777777777],[1],[0],[0],[1.5996941999765113],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
76,0,76,0,136.1801038000267,,136.14164990000427,10,136.1801038000267,136.1801038000267,0.027313999948091805,138.53764900006354,[0.47962962962962963],[-0.45740740740740743],[1],[0],[0],[2.3690703000174835],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
77,0,77,0,138.563041800051,,138.54033350001555,5,138.563041800051,138.563041800051,0.014171199989505112,140.5541050999891,[0.2462962962962963],[0.3416666666666667],[1],[0],[0],[1.99979960010387],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
78,0,78,0,140.5954887000844,,140.5570608000271,10,140.5954887000844,140.5954887000844,0.027086199959740043,142.1203385000117,[0.0787037037037037],[0.4861111111111111],[1],[0],[0],[1.5364760999800637],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
79,0,79,0,142.14312290004455,,142.12291400006507,5,142.14312290004455,142.14312290004455,0.013217900064773858,146.11855380004272,[0.41759259259259257],[0.16574074074074074],[1],[0],[0],[3.982654200051911],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
80,0,80,0,146.14498700003605,,146.1217978000641,5,146.14498700003605,146.14498700003605,0.015547099988907576,147.41758960008156,[0.3398148148148148],[0.4638888888888889],[1],[0],[0],[1.2805455999914557],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
81,0,81,0,147.44249380007386,,147.42060010007117,5,147.44249380007386,147.44249380007386,0.014724400010891259,154.68222750001587,[-0.45],[0.4388888888888889],[1],[0],[0],[7.247078699991107],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
82,0,82,0,154.72576300008222,,154.6852139000548,10,154.72576300008222,154.72576300008222,0.029065500013530254,157.54778970009647,[0.32685185185185184],[-0.1685185185185185],[1],[0],[0],[2.8338069999590516],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
83,0,83,0,157.57358289998956,,157.55078749998938,5,157.57358289998956,157.57358289998956,0.015353100025095046,159.8970440000994,[0.27870370370370373],[0.4787037037037037],[1],[0],[0],[2.3310911000007764],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
84,0,84,0,159.93855090008583,,159.9000147000188,10,159.93855090008583,159.93855090008583,0.02732059999834746,161.56322790007107,[0.11018518518518519],[-0.21851851851851853],[1],[0],[0],[1.6362245000200346],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
85,0,85,0,161.6032344000414,,161.56576400005724,10,161.6032344000414,161.6032344000414,0.026480400003492832,164.02862590004224,[0.22962962962962963],[0.3037037037037037],[1],[0],[0],[2.4366072000702843],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
86,0,86,0,164.05157440004405,,164.0312009000918,5,164.05157440004405,164.05157440004405,0.013423600001260638,165.345168900094,[-0.425],[-0.44074074074074077],[1],[0],[0],[1.3007002000231296],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
87,0,87,0,165.37218130007386,,165.34863420005422,5,165.37218130007386,165.37218130007386,0.016138399951159954,166.69480040005874,[-0.009259259259259259],[0.387037037037037],[1],[0],[0],[1.3303207999560982],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
88,0,88,0,166.7203795000678,,166.69819670007564,5,166.7203795000678,166.7203795000678,0.014970700023695827,169.06045700004324,[-0.07407407407407407],[-0.46111111111111114],[1],[0],[0],[2.3476105000590906],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
89,0,89,0,169.08598110009916,,169.06337860005442,5,169.08598110009916,169.08598110009916,0.015389900072477758,169.76027600001544,[-0.22037037037037038],[-0.41574074074074074],[1],[0],[0],[0.6816405000863597],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
90,0,90,0,169.80485350009985,,169.76369789999444,10,169.80485350009985,169.80485350009985,0.02939840010367334,170.85994660004508,[-0.18333333333333332],[-0.20185185185185187],[1],[0],[0],[1.067287200014107],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
91,0,91,0,170.88366240006872,,170.86268710007425,5,170.88366240006872,170.88366240006872,0.013829599949531257,172.45948190009221,[0.46296296296296297],[-0.275],[1],[0],[0],[1.5831925000529736],[],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
92,0,92,0,172.50418809999246,,172.4624938000925,10,172.50418809999246,172.50418809999246,0.029634400038048625,174.45953490003012,[-0.05462962962962963],[0.262037037037037],[1],[0],[0],[1.9676551000447944],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
93,0,93,0,174.50045849999879,,174.46219430002384,10,174.50045849999879,174.50045849999879,0.02673399995546788,176.29261130001396,[-0.2574074074074074],[-0.1935185185185185],[1],[0],[0],[1.8037724000168964],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
94,0,94,0,176.31877460004762,,176.29534599999897,5,176.31877460004762,176.31877460004762,0.015391600085422397,178.40842890006024,[0.14907407407407408],[0.39351851851851855],[1],[0],[0],[2.0977840999839827],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
95,0,95,0,178.44841370009817,,178.41095450008288,10,178.44841370009817,178.44841370009817,0.026324499980546534,179.70784670009743,[0.06759259259259259],[0.30925925925925923],[1],[0],[0],[1.2707575999666005],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
96,0,96,0,179.7315008000005,,179.71039950009435,5,179.7315008000005,179.7315008000005,0.013709799968637526,181.57316520006862,[0.01574074074074074],[-0.2851851851851852],[1],[0],[0],[1.8492763999383897],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
97,0,97,0,181.61561900004745,,181.57605360005982,10,181.61561900004745,181.61561900004745,0.02741129999049008,182.88943189999554,[-0.25925925925925924],[0.007407407407407408],[1],[0],[0],[1.2862296999664977],['target'],TS,001,2024-10-10_20h10.48.730,visula search,2024.1.5,None,2024-10-10 20h12.40.319911 +0530,
