trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,0,44.17770839994773,,44.154026399948634,5,44.17770839994773,44.17770839994773,0.015012199990451336,45.200504899956286,[-0.11481481481481481],[-0.21388888888888888],[1],[0],[0],[1.0317190999630839],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
26,0,26,0,45.22710829996504,,45.20343510003295,5,45.22710829996504,45.22710829996504,0.015458900015801191,46.56649210001342,[0.08425925925925926],[-0.22685185185185186],[1],[0],[0],[1.3479142000433058],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
27,0,27,0,46.59161440003663,,46.56925409997348,5,46.59161440003663,46.59161440003663,0.014520599972456694,48.199823900009505,[0.3925925925925926],[-0.2064814814814815],[1],[0],[0],[1.6162405000068247],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
28,0,28,0,48.24233819998335,,48.20305779995397,10,48.24233819998335,48.24233819998335,0.028136099921539426,49.14875789999496,[0.18333333333333332],[-0.1685185185185185],[1],[0],[0],[0.9179444999899715],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
29,0,29,0,49.191623399965465,,49.15153310005553,10,49.191623399965465,49.191623399965465,0.027662700042128563,58.71309219999239,[0.001851851851851852],[0.14907407407407408],[1],[0],[0],[9.53411339991726],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
30,0,30,0,58.737825399963185,,58.715717199957,5,58.737825399963185,58.737825399963185,0.01372420007828623,60.462367499945685,[0.47685185185185186],[0.25462962962962965],[1],[0],[0],[1.733150799991563],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
31,0,31,0,60.4887885999633,,60.46564419998322,5,60.4887885999633,60.4887885999633,0.01582189998589456,61.72812320000958,[0.2916666666666667],[0.125],[1],[0],[0],[1.2472574999555945],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
32,0,32,0,61.75723989994731,,61.731956199975684,5,61.75723989994731,61.75723989994731,0.01697429991327226,63.31140470004175,[0.2759259259259259],[-0.08981481481481482],[1],[0],[0],[1.5630712999263778],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
33,0,33,0,63.33812700002454,,63.31432779994793,5,63.33812700002454,63.33812700002454,0.01588000007905066,64.86135450005531,[0.35],[-0.41203703703703703],[1],[0],[0],[1.5313188000582159],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
34,0,34,0,64.88786240003537,,64.86464120005257,5,64.88786240003537,64.88786240003537,0.01545030006673187,66.0606822000118,[0.0962962962962963],[-0.12777777777777777],[1],[0],[0],[1.1807944000465795],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
35,0,35,0,66.10592919995543,,66.06415460002609,10,66.10592919995543,66.10592919995543,0.029793099965900183,67.84319219994359,[0.4398148148148148],[0.05462962962962963],[1],[0],[0],[1.7496859000530094],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
36,0,36,0,67.88479429995641,,67.84585189993959,10,67.88479429995641,67.88479429995641,0.026389300008304417,69.27656479994766,[-0.11944444444444445],[0.05648148148148148],[1],[0],[0],[1.4044074000557885],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
