trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
37,0,37,0,69.30061499995645,,69.2792419999605,5,69.30061499995645,69.30061499995645,0.013916099909693003,71.25908119999804,[0.38425925925925924],[-0.003703703703703704],[1],[0],[0],[1.9661272999364883],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
38,0,38,0,71.28426250000484,,71.26195279997773,5,71.28426250000484,71.28426250000484,0.014908100012689829,73.77457500004675,[-0.4777777777777778],[-0.4722222222222222],[1],[0],[0],[2.497971900040284],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
39,0,39,0,73.80266060004942,,73.77813949994743,5,73.80266060004942,73.80266060004942,0.016654400038532913,75.59084029996302,[-0.032407407407407406],[0.37777777777777777],[1],[0],[0],[1.7964353000279516],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
40,0,40,0,75.63208350003697,,75.59386829996947,10,75.63208350003697,75.63208350003697,0.027147100074216723,78.63999459997285,[0.3425925925925926],[0.06851851851851852],[1],[0],[0],[3.0192550000501797],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
41,0,41,0,78.68113649997395,,78.6427167999791,10,78.68113649997395,78.68113649997395,0.026822099927812815,82.08914539997932,[0.45185185185185184],[-0.32685185185185184],[1],[0],[0],[3.419822599971667],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
42,0,42,0,82.13359290000517,,82.09178430004977,10,82.13359290000517,82.13359290000517,0.027940599946305156,85.80429430003278,[0.1814814814814815],[-0.019444444444444445],[1],[0],[0],[3.68478689994663],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
43,0,43,0,85.8466581000248,,85.80695620004553,10,85.8466581000248,85.8466581000248,0.026609100052155554,88.25381400005426,[0.4324074074074074],[0.4962962962962963],[1],[0],[0],[2.4204700000118464],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
44,0,44,0,88.29516640002839,,88.2563876999775,10,88.29516640002839,88.29516640002839,0.025891800061799586,90.60249560000375,[0.15462962962962962],[-0.2361111111111111],[1],[0],[0],[2.3203979999525473],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
45,0,45,0,90.62759010004811,,90.6052459999919,5,90.62759010004811,90.62759010004811,0.014313199906609952,94.03470750001725,[0.3768518518518518],[-0.43796296296296294],[1],[0],[0],[3.4152787999482825],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
46,0,46,0,94.07475220004562,,94.03956319997087,5,94.07475220004562,94.07475220004562,0.022386800032109022,96.16753059998155,[-0.42962962962962964],[0.3],[1],[0],[0],[2.105841400101781],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
47,0,47,0,96.19377450004686,,96.17064100003336,5,96.19377450004686,96.19377450004686,0.015938400058075786,97.7832127000438,[-0.16203703703703703],[0.4046296296296296],[1],[0],[0],[1.5969229000620544],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
48,0,48,0,97.82512960000895,,97.78646910004318,10,97.82512960000895,97.82512960000895,0.027601400041021407,101.2831730999751,[0.09814814814814815],[0.4925925925925926],[1],[0],[0],[3.4695322000188753],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
49,0,49,0,101.3266569999978,,101.28573070000857,10,101.3266569999978,101.3266569999978,0.028896500007249415,103.68191239994485,[0.48703703703703705],[0.3962962962962963],[1],[0],[0],[2.367488899966702],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
50,0,50,0,103.70651649998035,,103.6846271000104,5,103.70651649998035,103.70651649998035,0.014041899936273694,105.53190699999686,[-0.08518518518518518],[0.08981481481481482],[1],[0],[0],[1.833368599996902],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
51,0,51,0,105.57747080002446,,105.53567100001965,10,105.57747080002446,105.57747080002446,0.03048840002156794,108.13073159998748,[-0.387037037037037],[0.38981481481481484],[1],[0],[0],[2.564993300009519],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
52,0,52,0,108.17082769994158,,108.1332072999794,10,108.17082769994158,108.17082769994158,0.026247099973261356,109.78035070002079,[-0.18333333333333332],[0.3509259259259259],[1],[0],[0],[1.6211220999248326],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
53,0,53,0,109.82094300002791,,109.7829325000057,10,109.82094300002791,109.82094300002791,0.026224100030958652,112.41254779999144,[-0.4101851851851852],[-0.27314814814814814],[1],[0],[0],[2.603599900030531],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
54,0,54,0,112.4362456999952,,112.41518390004057,5,112.4362456999952,112.4362456999952,0.013564900029450655,113.97881060000509,[0.29259259259259257],[-0.07222222222222222],[1],[0],[0],[1.5502335999626666],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
55,0,55,0,114.0277805000078,,113.98239739995915,10,114.0277805000078,114.0277805000078,0.03380279999691993,116.56080930004828,[-0.2064814814814815],[-0.27870370370370373],[1],[0],[0],[2.545086700003594],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
56,0,56,0,116.5866978999693,,116.56365250004455,5,116.5866978999693,116.5866978999693,0.015409399988129735,117.77750269998796,[-0.3712962962962963],[-0.10277777777777777],[1],[0],[0],[1.1986849999520928],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
57,0,57,0,117.80203489994165,,117.78028810000978,5,117.80203489994165,117.80203489994165,0.014136500074528158,120.0597332000034,[0.49537037037037035],[-0.1361111111111111],[1],[0],[0],[2.2655276999576017],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
58,0,58,0,120.08573799999431,,120.06302250002045,5,120.08573799999431,120.08573799999431,0.015463800053112209,123.85849450004753,[0.2490740740740741],[-0.46111111111111114],[1],[0],[0],[3.780385399935767],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
59,0,59,0,123.88573179999366,,123.86186980002094,5,123.88573179999366,123.88573179999366,0.016217300086282194,125.64146590000018,[0.2324074074074074],[0.2518518518518518],[1],[0],[0],[1.7637942000292242],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
60,0,60,0,125.68612039997242,,125.64451330003794,10,125.68612039997242,125.68612039997242,0.029560099937953055,127.20697669999208,[-0.34814814814814815],[0.2833333333333333],[1],[0],[0],[1.5332289999350905],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
61,0,61,0,127.2320813999977,,127.20954850001726,5,127.2320813999977,127.2320813999977,0.014723700005561113,128.89020699996036,[0.35833333333333334],[0.3111111111111111],[1],[0],[0],[1.6660986000206321],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
62,0,62,0,128.91418560000602,,128.89295340003446,5,128.91418560000602,128.91418560000602,0.013871599920094013,130.72289510001428,[-0.20185185185185187],[-0.25925925925925924],[1],[0],[0],[1.8162753999931738],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
63,0,63,0,130.7680886000162,,130.72582349996082,10,130.7680886000162,130.7680886000162,0.029722000006586313,132.8723566000117,[0.05185185185185185],[-0.32037037037037036],[1],[0],[0],[2.1170709000434726],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
64,0,64,0,132.89717809995636,,132.87502399994992,5,132.89717809995636,132.89717809995636,0.014577400055713952,135.3047588999616,[-0.17314814814814813],[-0.17685185185185184],[1],[0],[0],[2.415356699959375],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
65,0,65,0,135.35466509999242,,135.30851849995088,10,135.35466509999242,135.35466509999242,0.03400570002850145,136.40480470005423,[-0.06851851851851852],[-0.175],[1],[0],[0],[1.062700800015591],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
66,0,66,0,136.44752219994552,,136.40744640002958,10,136.44752219994552,136.44752219994552,0.02835809998214245,138.43725960003212,[-0.018518518518518517],[0.44537037037037036],[1],[0],[0],[2.001661300077103],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
67,0,67,0,138.46041519998107,,138.43981180002447,5,138.46041519998107,138.46041519998107,0.013575499993748963,141.0361533999676,[0.28888888888888886],[-0.40370370370370373],[1],[0],[0],[2.582962999935262],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
68,0,68,0,141.06330020003952,,141.03931909997482,5,141.06330020003952,141.06330020003952,0.016464800108224154,142.43581139994785,[0.3888888888888889],[0.06481481481481481],[1],[0],[0],[1.3804097999818623],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
69,0,69,0,142.4600845000241,,142.43867339997087,5,142.4600845000241,142.4600845000241,0.014164899941533804,143.7526221999433,[0.22870370370370371],[0.1537037037037037],[1],[0],[0],[1.2999289000872523],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
70,0,70,0,143.80083159997594,,143.756741899997,10,143.80083159997594,143.80083159997594,0.03277360007632524,146.05188000004273,[0.12222222222222222],[-0.23148148148148148],[1],[0],[0],[2.2628936999244615],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
71,0,71,0,146.07523720001336,,146.05444490001537,5,146.07523720001336,146.07523720001336,0.013692499953322113,147.7508590000216,[-0.13148148148148148],[0.36018518518518516],[1],[0],[0],[1.6829613000154495],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
72,0,72,0,147.79274229996372,,147.75395990000106,10,147.79274229996372,147.79274229996372,0.02763200004119426,149.80054299999028,[0.06851851851851852],[0.2796296296296296],[1],[0],[0],[2.0192820000229403],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
73,0,73,0,149.84037590003572,,149.80319699994288,10,149.84037590003572,149.84037590003572,0.025868500000797212,150.86689529998694,[0.0787037037037037],[0.13518518518518519],[1],[0],[0],[1.038013600045815],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
74,0,74,0,150.90941039996687,,150.8696519000223,10,150.90941039996687,150.90941039996687,0.02829429996199906,152.2331683000084,[-0.11574074074074074],[0.32592592592592595],[1],[0],[0],[1.335456999950111],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
75,0,75,0,152.27389860001858,,152.23577589995693,10,152.27389860001858,152.27389860001858,0.02661539998371154,154.86592500004917,[-0.09907407407407408],[0.19074074074074074],[1],[0],[0],[2.603598300018348],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
76,0,76,0,154.89943160000257,,154.87133879994508,5,154.89943160000257,154.89943160000257,0.02042680000886321,156.148054099991,[-0.4185185185185185],[0.025],[1],[0],[0],[1.2569824999663979],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
77,0,77,0,156.19396750000305,,156.15119849995244,10,156.19396750000305,156.19396750000305,0.030895800096914172,158.91387090005446,[0.44166666666666665],[-0.14722222222222223],[1],[0],[0],[2.7321366000687703],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
78,0,78,0,158.95429220004007,,158.91645350004546,10,158.95429220004007,158.95429220004007,0.026720500085502863,163.72911810001824,[-0.2490740740740741],[-0.45185185185185184],[1],[0],[0],[4.786145900026895],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
79,0,79,0,163.77311219996773,,163.73202310001943,10,163.77311219996773,163.77311219996773,0.029484500060789287,166.54472310002893,[-0.3416666666666667],[0.1685185185185185],[1],[0],[0],[2.78351500001736],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
80,0,80,0,166.5688197000418,,166.54747770004906,5,166.5688197000418,166.5688197000418,0.014144100015982985,167.92782189999707,[0.05],[-0.0824074074074074],[1],[0],[0],[1.3664378999965265],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
81,0,81,0,167.97093269997276,,167.9309244999895,10,167.97093269997276,167.97093269997276,0.028519999934360385,169.71070269995835,[0.007407407407407408],[-0.10740740740740741],[1],[0],[0],[1.7515631000278518],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
82,0,82,0,169.75369709997904,,169.7133342999732,10,169.75369709997904,169.75369709997904,0.027597999898716807,172.54330519994255,[0.19444444444444445],[0.48518518518518516],[1],[0],[0],[2.802577900001779],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
83,0,83,0,172.58357619994786,,172.54597940004896,10,172.58357619994786,172.58357619994786,0.026306099956855178,174.5094645000063,[-0.06851851851851852],[-0.2388888888888889],[1],[0],[0],[1.937363800010644],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
84,0,84,0,174.53304689994548,,174.51199140003882,5,174.53304689994548,174.53304689994548,0.013756899978034198,175.55888759996742,[-0.10648148148148148],[-0.21388888888888888],[1],[0],[0],[1.033297699992545],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
85,0,85,0,175.60091729997657,,175.56178390001878,10,175.60091729997657,175.60091729997657,0.027214400004595518,177.59154020005371,[0.040740740740740744],[-0.008333333333333333],[1],[0],[0],[2.0028183000395074],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
86,0,86,0,177.6320239000488,,177.59428620000836,10,177.6320239000488,177.6320239000488,0.02624669997021556,179.12449179997202,[0.22870370370370371],[0.08611111111111111],[1],[0],[0],[1.5041798999300227],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
87,0,87,0,179.16596110002138,,179.12736659997609,10,179.16596110002138,179.16596110002138,0.027367399889044464,181.72388559998944,[-0.0824074074074074],[0.49074074074074076],[1],[0],[0],[2.569436899968423],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
88,0,88,0,181.7469544999767,,181.72641749994364,5,181.7469544999767,181.7469544999767,0.013468499993905425,184.75578160001896,[0.45092592592592595],[-0.3425925925925926],[1],[0],[0],[3.016127199982293],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
89,0,89,0,184.79699699999765,,184.7588049999904,10,184.79699699999765,184.79699699999765,0.02707650000229478,186.70574809995014,[-0.46296296296296297],[-0.06944444444444445],[1],[0],[0],[1.9201716999523342],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
90,0,90,0,186.7472137999721,,186.70826830004808,10,186.7472137999721,186.7472137999721,0.027456499985419214,188.33793939999305,[0.23425925925925925],[0.005555555555555556],[1],[0],[0],[1.602424900047481],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
91,0,91,0,188.38288659998216,,188.34105269995052,10,188.38288659998216,188.38288659998216,0.02950439997948706,191.23716549994424,[-0.10092592592592593],[0.37407407407407406],[1],[0],[0],[2.8668130999431014],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
92,0,92,0,191.2780223999871,,191.23993259994313,10,191.2780223999871,191.2780223999871,0.026537399971857667,192.37030870001763,[-0.10648148148148148],[0.2861111111111111],[1],[0],[0],[1.1040599000407383],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
93,0,93,0,192.39408009999897,,192.37285659997724,5,192.39408009999897,192.39408009999897,0.013399999937973917,194.7187882999424,[0.20833333333333334],[-0.4111111111111111],[1],[0],[0],[2.332702299929224],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
94,0,94,0,194.7449943999527,,194.7217163000023,5,194.7449943999527,194.7449943999527,0.01519959990400821,196.301592099946,[0.3435185185185185],[-0.48703703703703705],[1],[0],[0],[1.5648287000367418],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
95,0,95,0,196.34847299999092,,196.3048769000452,10,196.34847299999092,196.34847299999092,0.029931899975053966,197.81822709995322,[-0.037037037037037035],[0.18333333333333332],[1],[0],[0],[1.483804399962537],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
96,0,96,0,197.84261669998523,,197.82090449996758,5,197.84261669998523,197.84261669998523,0.014003199990838766,199.31787080003414,[0.30648148148148147],[-0.13425925925925927],[1],[0],[0],[1.4831677000038326],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
97,0,97,0,199.36174189997837,,199.3208257999504,10,199.36174189997837,199.36174189997837,0.028175199986435473,200.43405779998284,[0.02962962962962963],[-0.11944444444444445],[1],[0],[0],[1.0853904000250623],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
98,0,98,0,200.47688750003,,200.43684580002446,10,200.47688750003,200.47688750003,0.028045899933204055,203.61649990000296,[-0.4185185185185185],[-0.4564814814814815],[1],[0],[0],[3.151824599946849],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
99,0,99,0,203.64182260003872,,203.61924110003747,5,203.64182260003872,203.64182260003872,0.014729599934071302,205.04943360004108,[-0.3648148148148148],[-0.11203703703703703],[1],[0],[0],[1.4156829999992624],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
100,0,100,0,205.07609979994595,,205.05253370001446,5,205.07609979994595,205.07609979994595,0.015812900033779442,206.3988962000003,[-0.024074074074074074],[0.2518518518518518],[1],[0],[0],[1.330807999940589],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
101,0,101,0,206.4439889000496,,206.40211739996448,10,206.4439889000496,206.4439889000496,0.028006300097331405,208.14848319999874,[0.3527777777777778],[-0.011111111111111112],[1],[0],[0],[1.7186955000506714],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
102,0,102,0,208.1736341000069,,208.15105830004904,5,208.1736341000069,208.1736341000069,0.014252000022679567,209.7645235999953,[0.3888888888888889],[0.36574074074074076],[1],[0],[0],[1.599417099962011],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
103,0,103,0,209.78946180001367,,209.76729059999343,5,209.78946180001367,209.78946180001367,0.014439799939282238,211.76401040004566,[-0.3851851851851852],[0.17407407407407408],[1],[0],[0],[1.9823850999819115],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
104,0,104,0,211.80994519998785,,211.76744700002018,10,211.80994519998785,211.80994519998785,0.030056599993258715,212.74640049994923,[-0.45740740740740743],[0.28703703703703703],[1],[0],[0],[0.9492705999873579],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
105,0,105,0,212.78908050002065,,212.749137399951,10,212.78908050002065,212.78908050002065,0.027294600033201277,215.47907430003397,[-0.4462962962962963],[-0.44351851851851853],[1],[0],[0],[2.702881700010039],['target'],DM,001,2024-10-10_19h58.50.672,visula search,2024.1.5,None,2024-10-10 20h03.00.274554 +0530,
