trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
81,0,81,0,162.9503414001083,,162.9279168000212,5,162.9503414001083,162.9503414001083,0.01485310005955398,164.874477900099,[-0.49722222222222223],[-0.1712962962962963],[1],[0],[0],[1.931968200020492],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
82,0,82,0,164.91789640008938,,164.87740790005773,10,164.91789640008938,164.91789640008938,0.028532200027257204,166.8571409001015,[0.2564814814814815],[0.15462962962962962],[1],[0],[0],[1.9514929000288248],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
83,0,83,0,166.88229330000468,,166.85976890008897,5,166.88229330000468,166.88229330000468,0.01439690007828176,167.8903549000388,[0.30833333333333335],[0.044444444444444446],[1],[0],[0],[1.0163645000429824],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
84,0,84,0,167.91945860011037,,167.8942976000253,5,167.91945860011037,167.91945860011037,0.01745050004683435,170.97226650000084,[-0.4305555555555556],[0.175],[1],[0],[0],[3.0609534999821335],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
85,0,85,0,170.99764080008026,,170.9749618000351,5,170.99764080008026,170.99764080008026,0.015286499983631074,173.45475390006322,[-0.0787037037037037],[-0.35555555555555557],[1],[0],[0],[2.464713300112635],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
86,0,86,0,173.4803358000936,,173.4577275000047,5,173.4803358000936,173.4803358000936,0.015069100074470043,175.77034889999777,[-0.31203703703703706],[0.26851851851851855],[1],[0],[0],[2.297840900020674],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
87,0,87,0,175.79731000005268,,175.7736479000887,5,175.79731000005268,175.79731000005268,0.01595379994250834,177.9868759000674,[-0.40925925925925927],[-0.475],[1],[0],[0],[2.1976022999733686],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
88,0,88,0,178.03429540002253,,177.9907811000012,10,178.03429540002253,178.03429540002253,0.03105760004837066,179.00301280000713,[-0.4148148148148148],[-0.31296296296296294],[1],[0],[0],[0.9815663000335917],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
89,0,89,0,179.0464797000168,,179.00576870003715,10,179.0464797000168,179.0464797000168,0.02804390003439039,182.03502160008065,[0.2722222222222222],[-0.4203703703703704],[1],[0],[0],[3.0014355999883264],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
90,0,90,0,182.05908890010323,,182.03762640000787,5,182.05908890010323,182.05908890010323,0.01421749999281019,184.40153590007685,[0.2222222222222222],[0.487962962962963],[1],[0],[0],[2.349888800061308],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
91,0,91,0,184.44294560002163,,184.40430150006432,10,184.44294560002163,184.44294560002163,0.027245600009337068,185.38450550008565,[0.1287037037037037],[0.42685185185185187],[1],[0],[0],[0.953192500048317],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
92,0,92,0,185.42497260007076,,185.38723290001508,10,185.42497260007076,185.42497260007076,0.025992699898779392,187.60060100001283,[0.2740740740740741],[0.04351851851851852],[1],[0],[0],[2.1876128000440076],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
93,0,93,0,187.62482810008805,,187.60312970005907,5,187.62482810008805,187.62482810008805,0.014299399917945266,189.31669870007318,[-0.25092592592592594],[0.009259259259259259],[1],[0],[0],[1.6994540999876335],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
94,0,94,0,189.3418101000134,,189.31970850005746,5,189.3418101000134,189.3418101000134,0.014276200090534985,190.9826879000757,[-0.24444444444444444],[0.362962962962963],[1],[0],[0],[1.649009000044316],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
95,0,95,0,191.0323972000042,,190.98566180001944,10,191.0323972000042,191.0323972000042,0.03419549996033311,194.39831070008222,[-0.21944444444444444],[0.17777777777777778],[1],[0],[0],[3.378735200036317],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
96,0,96,0,194.42226550006308,,194.40104660007637,5,194.42226550006308,194.42226550006308,0.013509000069461763,195.59805490006693,[0.1962962962962963],[0.30277777777777776],[1],[0],[0],[1.1837116000242531],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
97,0,97,0,195.6412527000066,,195.60109930008184,10,195.6412527000066,195.6412527000066,0.028007499990053475,197.5649988000514,[-0.2490740740740741],[-0.29259259259259257],[1],[0],[0],[1.936257499968633],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
98,0,98,0,197.60828050004784,,197.5676075000083,10,197.60828050004784,197.60828050004784,0.028812299948185682,198.94718500005547,[-0.3648148148148148],[0.028703703703703703],[1],[0],[0],[1.3509980998933315],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
99,0,99,0,198.97016790008638,,198.94963650009595,5,198.97016790008638,198.97016790008638,0.013190999976359308,201.0131775001064,[0.34814814814814815],[-0.20833333333333334],[1],[0],[0],[2.0504538998939097],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
100,0,100,0,201.06012690009084,,201.01664410007652,10,201.06012690009084,201.06012690009084,0.03150149993598461,202.66226010001265,[-0.011111111111111112],[0.18333333333333332],[1],[0],[0],[1.6145286000100896],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
101,0,101,0,202.6872193000745,,202.66490380000323,5,202.6872193000745,202.6872193000745,0.01382490003015846,206.47778580000158,[-0.4425925925925926],[0.39444444444444443],[1],[0],[0],[3.7992269000969827],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
102,0,102,0,206.50219510006718,,206.4804998000618,5,206.50219510006718,206.50219510006718,0.014022800023667514,207.79417200002354,[-0.3435185185185185],[-0.018518518518518517],[1],[0],[0],[1.2998324000509456],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
103,0,103,0,207.8422626000829,,207.79815280006733,10,207.8422626000829,207.8422626000829,0.03085159999318421,210.14389450009912,[0.4777777777777778],[0.49166666666666664],[1],[0],[0],[2.3152764999540523],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
104,0,104,0,210.1682060000021,,210.14649290009402,5,210.1682060000021,210.1682060000021,0.01397289999295026,212.0427944000112,[0.040740740740740744],[-0.3731481481481482],[1],[0],[0],[1.8825385000091046],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
105,0,105,0,212.07775749999564,,212.04605680005625,5,212.07775749999564,212.07775749999564,0.023439700016751885,213.35903280007187,[-0.2601851851851852],[0.11851851851851852],[1],[0],[0],[1.2897762999637052],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
106,0,106,0,213.4001402000431,,213.36186440009624,10,213.4001402000431,213.4001402000431,0.02685819996986538,215.6253778000828,[0.03981481481481482],[-0.262037037037037],[1],[0],[0],[2.2368872000370175],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
107,0,107,0,215.65139170002658,,215.628299800097,5,215.65139170002658,215.65139170002658,0.015395700000226498,216.9913146001054,[-0.1685185185185185],[0.37037037037037035],[1],[0],[0],[1.3478484000079334],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
108,0,108,0,217.01520550006535,,216.9941893001087,5,217.01520550006535,217.01520550006535,0.01387369993608445,218.4568892000243,[-0.4305555555555556],[-0.14629629629629629],[1],[0],[0],[1.4490654999390244],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
109,0,109,0,218.5022308001062,,218.4605114000151,10,218.5022308001062,218.5022308001062,0.03006899997126311,219.95703990000766,[-0.22314814814814815],[0.3907407407407407],[1],[0],[0],[1.466768499929458],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
110,0,110,0,219.98172160005197,,219.95975290006027,5,219.98172160005197,219.98172160005197,0.014195800060406327,221.52337070007343,[-0.20185185185185187],[-0.3527777777777778],[1],[0],[0],[1.5496361000696197],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
111,0,111,0,221.5485756000271,,221.52606600010768,5,221.5485756000271,221.5485756000271,0.0147921999450773,223.0056079000933,[-0.39166666666666666],[-0.11574074074074074],[1],[0],[0],[1.464919500052929],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
112,0,112,0,223.04780240007676,,223.0087620000122,10,223.04780240007676,223.04780240007676,0.026937999995425344,225.17260370007716,[-0.05740740740740741],[-0.000925925925925926],[1],[0],[0],[2.1371765000512823],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
113,0,113,0,225.21567310008686,,225.17515420005657,10,225.21567310008686,225.21567310008686,0.02852970000822097,227.93770350003615,[0.11481481481481481],[-0.09166666666666666],[1],[0],[0],[2.734259800054133],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
114,0,114,0,227.96343880007043,,227.94032960000914,5,227.96343880007043,227.96343880007043,0.014309499994851649,229.43751920002978,[0.041666666666666664],[-0.337037037037037],[1],[0],[0],[1.483092000009492],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
115,0,115,0,229.46512710000388,,229.4408526000334,5,229.46512710000388,229.46512710000388,0.016351599944755435,230.66993110009935,[-0.07962962962962963],[-0.40185185185185185],[1],[0],[0],[1.2129918999271467],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
116,0,116,0,230.69681560003664,,230.6729205000447,5,230.69681560003664,230.69681560003664,0.01581780007109046,231.836141900043,[0.0824074074074074],[-0.1425925925925926],[1],[0],[0],[1.147693100036122],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
117,0,117,0,231.86329790006857,,231.83935150003526,5,231.86329790006857,231.86329790006857,0.01604259992018342,233.41904770000838,[0.2861111111111111],[-0.13518518518518519],[1],[0],[0],[1.564022000064142],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
118,0,118,0,233.44464910007082,,233.4218851000769,5,233.44464910007082,233.44464910007082,0.014628399978391826,235.51820750010666,[-0.1574074074074074],[-0.09814814814814815],[1],[0],[0],[2.081914499984123],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
119,0,119,0,235.56100730004255,,235.52105660003144,10,235.56100730004255,235.56100730004255,0.02831480000168085,237.10116170009132,[0.14629629629629629],[0.17592592592592593],[1],[0],[0],[1.5520970999496058],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
120,0,120,0,237.12645209999755,,237.1044208999956,5,237.12645209999755,237.12645209999755,0.014545900048688054,238.45087340008467,[-0.2833333333333333],[-0.13055555555555556],[1],[0],[0],[1.3323244999628514],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
121,0,121,0,238.49495080008637,,238.4542070000898,10,238.49495080008637,238.49495080008637,0.029000299982726574,240.3002928000642,[0.2759259259259259],[-0.14166666666666666],[1],[0],[0],[1.81759420002345],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
122,0,122,0,240.34374390006997,,240.30293950007763,10,240.34374390006997,240.34374390006997,0.029115800047293305,243.4163261000067,[0.48055555555555557],[0.15555555555555556],[1],[0],[0],[3.0844712000107393],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
123,0,123,0,243.45851890009362,,243.41914560005534,10,243.45851890009362,243.45851890009362,0.027663199929520488,244.74890670005698,[0.09351851851851851],[0.002777777777777778],[1],[0],[0],[1.3022847999818623],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
124,0,124,0,244.7910534000257,,244.75169950001873,10,244.7910534000257,244.7910534000257,0.027583500021137297,246.1154393000761,[-0.23333333333333334],[-0.04537037037037037],[1],[0],[0],[1.3364351000636816],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
125,0,125,0,246.14090140000917,,246.1182822000701,5,246.14090140000917,246.14090140000917,0.014505400089547038,247.2642892000731,[-0.19722222222222222],[-0.09074074074074075],[1],[0],[0],[1.131760700023733],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
126,0,126,0,247.2898154000286,,247.2672001000028,5,247.2898154000286,247.2898154000286,0.015388699946925044,248.84853110008407,[-0.29259259259259257],[-0.3351851851851852],[1],[0],[0],[1.5662736999802291],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
127,0,127,0,248.87432610010728,,248.85155640006997,5,248.87432610010728,248.87432610010728,0.014776699943467975,250.59665970003698,[0.10555555555555556],[0.3814814814814815],[1],[0],[0],[1.7306049999315292],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
128,0,128,0,250.63834430009592,,250.5995895001106,10,250.63834430009592,250.63834430009592,0.02768659999128431,252.67979580000974,[0.3685185185185185],[-0.3962962962962963],[1],[0],[0],[2.0527474000118673],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
129,0,129,0,252.72366540005896,,252.68247540004086,10,252.72366540005896,252.72366540005896,0.029149399953894317,255.3956164000556,[0.09166666666666666],[-0.4398148148148148],[1],[0],[0],[2.684224999975413],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
130,0,130,0,255.42054630001076,,255.3985115000978,5,255.42054630001076,255.42054630001076,0.014414699980989099,256.8616735000396,[0.2064814814814815],[0.4185185185185185],[1],[0],[0],[1.4488772999029607],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
131,0,131,0,256.8864403000334,,256.86459470004775,5,256.8864403000334,256.8864403000334,0.014612199971452355,258.96104220009875,[-0.13148148148148148],[-0.4777777777777778],[1],[0],[0],[2.0818115998990834],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
132,0,132,0,258.98712150007486,,258.96398860006593,5,258.98712150007486,258.98712150007486,0.015752100036479533,260.4936447000364,[-0.3175925925925926],[0.005555555555555556],[1],[0],[0],[1.514166299952194],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
133,0,133,0,260.54054440010805,,260.49718050006777,10,260.54054440010805,260.54054440010805,0.03236710000783205,262.7600792000303,[0.08425925925925926],[0.05092592592592592],[1],[0],[0],[2.2306611000094563],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
134,0,134,0,262.80323000007775,,262.7628973000683,10,262.80323000007775,262.80323000007775,0.028994599939323962,264.3257316000527,[0.23425925925925925],[0.4083333333333333],[1],[0],[0],[1.5339762000367045],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
135,0,135,0,264.3500511000166,,264.32836500008125,5,264.3500511000166,264.3500511000166,0.014136199955828488,266.2752861001063,[-0.09722222222222222],[-0.11574074074074074],[1],[0],[0],[1.9329526999499649],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
136,0,136,0,266.3013008000562,,266.2780941000674,5,266.3013008000562,266.3013008000562,0.015440199989825487,269.35769890004303,[-0.0962962962962963],[0.5],[1],[0],[0],[3.0644430000102147],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
137,0,137,0,269.38544590002857,,269.36139289999846,5,269.38544590002857,269.38544590002857,0.01670070004183799,271.30699730000924,[0.16574074074074074],[-0.06759259259259259],[1],[0],[0],[1.9291958999820054],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
138,0,138,0,271.34940130007453,,271.30998690007254,10,271.34940130007453,271.34940130007453,0.028352599940262735,274.0895900001051,[0.2962962962962963],[-0.1037037037037037],[1],[0],[0],[2.751552699948661],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
139,0,139,0,274.1303209000034,,274.0922217000043,10,274.1303209000034,274.1303209000034,0.02718750003259629,276.1721557000419,[-0.3],[0.49166666666666664],[1],[0],[0],[2.052968999953009],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
140,0,140,0,276.19687640003394,,276.1749234000454,5,276.19687640003394,276.19687640003394,0.014267700025811791,277.55485710001085,[-0.32407407407407407],[0.3333333333333333],[1],[0],[0],[1.3658842999720946],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
141,0,141,0,277.5810960000381,,277.55796160001773,5,277.5810960000381,277.5810960000381,0.015600099926814437,279.6706538000144,[0.3712962962962963],[0.487962962962963],[1],[0],[0],[2.0973998999688774],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
142,0,142,0,279.6946799000725,,279.67342720006127,5,279.6946799000725,279.6946799000725,0.014238800038583577,281.8530567000853,[0.16203703703703703],[-0.3425925925925926],[1],[0],[0],[2.1656159999547526],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
143,0,143,0,281.8969710000092,,281.85627220000606,10,281.8969710000092,281.8969710000092,0.029160100035369396,282.88725710008293,[-0.03611111111111111],[-0.375],[1],[0],[0],[1.002444799989462],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
144,0,144,0,282.91707300010603,,282.8897643000819,5,282.91707300010603,282.91707300010603,0.017413699999451637,284.81966790009756,[0.38055555555555554],[0.03333333333333333],[1],[0],[0],[1.9125703000463545],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
145,0,145,0,284.8634714001091,,284.8231277000159,10,284.8634714001091,284.8634714001091,0.028785099973902106,286.53514240006916,[-0.011111111111111112],[-0.4009259259259259],[1],[0],[0],[1.6835971999680623],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
146,0,146,0,286.5618786000414,,286.53794670000207,5,286.5618786000414,286.5618786000414,0.01553930004592985,288.2680811000755,[-0.275],[-0.44166666666666665],[1],[0],[0],[1.7148218000074849],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
147,0,147,0,288.3125815000385,,288.2711190000409,10,288.3125815000385,288.3125815000385,0.029773900052532554,290.8671348000644,[0.4305555555555556],[0.3277777777777778],[1],[0],[0],[2.5665033999830484],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
148,0,148,0,290.89098010002635,,290.86984320008196,5,290.89098010002635,290.89098010002635,0.013952299952507019,291.91697800008114,[0.13148148148148148],[0.17685185185185184],[1],[0],[0],[1.0334312999621034],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
149,0,149,0,291.94465830002446,,291.92030910006724,5,291.94465830002446,291.94465830002446,0.016871399944648147,295.04890900000464,[-0.3287037037037037],[-0.4083333333333333],[1],[0],[0],[3.112218900001608],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
150,0,150,0,295.0936783000361,,295.0517977999989,10,295.0936783000361,295.0936783000361,0.028764400049112737,297.06545770005323,[-0.1388888888888889],[0.32222222222222224],[1],[0],[0],[1.9851461999351159],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
151,0,151,0,297.1064931000583,,297.0682823000243,10,297.1064931000583,297.1064931000583,0.026949699968099594,299.21463300008327,[0.15648148148148147],[-0.15833333333333333],[1],[0],[0],[2.119676399976015],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
152,0,152,0,299.2395273000002,,299.21748030011076,5,299.2395273000002,299.2395273000002,0.014321999973617494,301.3812141000526,[0.20555555555555555],[0.08333333333333333],[1],[0],[0],[2.149648900027387],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
153,0,153,0,301.42458370001987,,301.3842107000528,10,301.42458370001987,301.42458370001987,0.02841110003646463,303.08067180006765,[0.2833333333333333],[-0.225],[1],[0],[0],[1.6684021999826655],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
154,0,154,0,303.1068597000558,,303.08351570006926,5,303.1068597000558,303.1068597000558,0.015215400024317205,304.7298198000062,[0.11851851851851852],[0.275],[1],[0],[0],[1.6312707000179216],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
155,0,155,0,304.77141750010196,,304.7326938000042,10,304.77141750010196,304.77141750010196,0.02652799990028143,306.3621887000045,[-0.3509259259259259],[0.3824074074074074],[1],[0],[0],[1.6033369000069797],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
156,0,156,0,306.40685270004906,,306.36529400001746,10,306.40685270004906,306.40685270004906,0.029360400047153234,309.0612946000183,[0.4064814814814815],[0.11481481481481481],[1],[0],[0],[2.6669771999586374],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
157,0,157,0,309.0862281000009,,309.0640306000132,5,309.0862281000009,309.0862281000009,0.015003899927251041,310.4453658000566,[-0.062037037037037036],[0.3453703703703704],[1],[0],[0],[1.3663951000198722],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
158,0,158,0,310.49229780002497,,310.450416100095,10,310.49229780002497,310.49229780002497,0.0287354999454692,314.19294610002544,[0.26666666666666666],[-0.4722222222222222],[1],[0],[0],[3.71425520000048],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
159,0,159,0,314.21809270000085,,314.19567700009793,5,314.21809270000085,314.21809270000085,0.014720399980433285,315.8431909000501,[-0.2722222222222222],[-0.17314814814814813],[1],[0],[0],[1.632969900034368],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
160,0,160,0,315.87967950000893,,315.84673710004427,5,315.87967950000893,315.87967950000893,0.02566449996083975,317.25870160001796,[-0.37777777777777777],[0.3055555555555556],[1],[0],[0],[1.3866826000157744],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
161,0,161,0,317.30232370004524,,317.26151290000416,10,317.30232370004524,317.30232370004524,0.029257099959068,319.10803800006397,[0.30462962962962964],[0.4787037037037037],[1],[0],[0],[1.8175571999745443],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
162,0,162,0,319.13211820006836,,319.11072800005786,5,319.13211820006836,319.13211820006836,0.013937800074927509,321.0577897001058,[0.05740740740740741],[0.4685185185185185],[1],[0],[0],[1.9333364000776783],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
163,0,163,0,321.0824338000966,,321.06073020002805,5,321.0824338000966,321.0824338000966,0.014314800035208464,323.52349610009696,[0.33240740740740743],[-0.43796296296296294],[1],[0],[0],[2.4486938000191003],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
164,0,164,0,323.5631018000422,,323.52604200004134,10,323.5631018000422,323.5631018000422,0.025543999974615872,325.1897972000297,[-0.2953703703703704],[-0.42777777777777776],[1],[0],[0],[1.638407799997367],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
165,0,165,0,325.21578130009584,,325.19258590007666,5,325.21578130009584,325.21578130009584,0.015170600032433867,326.67204299999867,[-0.03796296296296296],[0.17777777777777778],[1],[0],[0],[1.4645010000094771],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
166,0,166,0,326.6966005000286,,326.6749787000008,5,326.6966005000286,326.6966005000286,0.013992000021971762,328.0049363001017,[0.1675925925925926],[-0.1962962962962963],[1],[0],[0],[1.316228299983777],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
167,0,167,0,328.0495349999983,,328.0080690000905,10,328.0495349999983,328.0495349999983,0.02935349999461323,329.4049977000104,[-0.11851851851851852],[-0.3287037037037037],[1],[0],[0],[1.3678601999999955],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
168,0,168,0,329.44787720008753,,329.40769380005077,10,329.44787720008753,329.44787720008753,0.028036899981088936,332.3873157000635,[0.04537037037037037],[0.2324074074074074],[1],[0],[0],[2.951830899924971],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
