trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,0,25.22721260006074,,25.188593700062484,10,25.22721260006074,25.22721260006074,0.02669079997576773,27.25235490000341,[0.2796296296296296],[0.17314814814814813],[1],[0],[0],[2.0372935999184847],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
14,0,14,0,27.292661000043154,,27.25500980007928,10,27.292661000043154,27.292661000043154,0.026434400002472103,29.5348300000187,[0.21296296296296297],[-0.2777777777777778],[1],[0],[0],[2.2536333000753075],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
15,0,15,0,29.55991820001509,,29.537639400106855,5,29.55991820001509,29.55991820001509,0.014071300043724477,30.78456759999972,[0.0],[-0.1287037037037037],[1],[0],[0],[1.2331174000864848],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
16,0,16,0,30.8268671000842,,30.78724500001408,10,30.8268671000842,30.8268671000842,0.0276068999664858,32.51697670004796,[-0.31851851851851853],[0.08055555555555556],[1],[0],[0],[1.7023449999978766],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
17,0,17,0,32.54301290004514,,32.52025780000258,5,32.54301290004514,32.54301290004514,0.015014400007203221,34.33317270001862,[0.3111111111111111],[0.041666666666666664],[1],[0],[0],[1.7981842999579385],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
18,0,18,0,34.359315200010315,,34.33614380005747,5,34.359315200010315,34.359315200010315,0.015565100009553134,36.79922800010536,[0.012962962962962963],[0.022222222222222223],[1],[0],[0],[2.4478635999839753],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
19,0,19,0,36.84086420002859,,36.80217180005275,10,36.84086420002859,36.84086420002859,0.02718859992455691,38.79846400010865,[-0.38796296296296295],[0.01574074074074074],[1],[0],[0],[1.9693980999290943],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
20,0,20,0,38.82274200010579,,38.801143100019544,5,38.82274200010579,38.82274200010579,0.01410050003323704,39.74852670007385,[-0.4101851851851852],[0.07037037037037037],[1],[0],[0],[0.9333810999523848],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
21,0,21,0,39.7738326000981,,39.751396500039846,5,39.7738326000981,39.7738326000981,0.014792399946600199,42.31379000004381,[0.05648148148148148],[-0.46296296296296297],[1],[0],[0],[2.5478499999735504],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
22,0,22,0,42.3591996000614,,42.316692400025204,10,42.3591996000614,42.3591996000614,0.028322200058028102,43.69682210008614,[-0.3388888888888889],[-0.17685185185185184],[1],[0],[0],[1.3519962000427768],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
23,0,23,0,43.73969740001485,,43.699540900066495,10,43.73969740001485,43.73969740001485,0.026866300031542778,45.01354930002708,[-0.21203703703703702],[0.22592592592592592],[1],[0],[0],[1.2873290999559686],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
24,0,24,0,45.043800500105135,,45.01708170003258,5,45.043800500105135,45.043800500105135,0.017689500004053116,47.74564780003857,[0.36944444444444446],[-0.337037037037037],[1],[0],[0],[2.7112720999866724],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
25,0,25,0,47.77256860001944,,47.749049900099635,5,47.77256860001944,47.77256860001944,0.015310099930502474,50.594807800021954,[-0.4101851851851852],[0.33425925925925926],[1],[0],[0],[2.8307320000603795],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
26,0,26,0,50.62343480007257,,50.59839100006502,5,50.62343480007257,50.62343480007257,0.016193200019188225,53.26011140004266,[-0.22592592592592592],[-0.42314814814814816],[1],[0],[0],[2.6459444999927655],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
27,0,27,0,53.28723990009166,,53.263284600107,5,53.28723990009166,53.28723990009166,0.01596300001256168,55.14338700007647,[0.03611111111111111],[-0.08796296296296297],[1],[0],[0],[1.864417799981311],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
28,0,28,0,55.17115589999594,,55.1470712000737,5,55.17115589999594,55.17115589999594,0.01716139994096011,56.226546300109476,[-0.049074074074074076],[-0.08518518518518518],[1],[0],[0],[1.0629237999673933],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
29,0,29,0,56.27522940002382,,56.22952070005704,10,56.27522940002382,56.27522940002382,0.031019399990327656,58.2763081000885,[0.19722222222222222],[0.3111111111111111],[1],[0],[0],[2.0160714000230655],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
30,0,30,0,58.30122860008851,,58.27898860001005,5,58.30122860008851,58.30122860008851,0.014027199940755963,59.492146000033244,[0.22314814814814815],[0.27314814814814814],[1],[0],[0],[1.1993387000402436],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
31,0,31,0,59.5180022000568,,59.49489000008907,5,59.5180022000568,59.5180022000568,0.014779900084249675,61.04151500004809,[0.30277777777777776],[-0.24444444444444444],[1],[0],[0],[1.532067499938421],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
32,0,32,0,61.08758320007473,,61.044901300105266,10,61.08758320007473,61.08758320007473,0.030733199906535447,62.9577143000206,[-0.12222222222222222],[0.23148148148148148],[1],[0],[0],[1.8823878000257537],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
33,0,33,0,62.982926000026055,,62.960712900036015,5,62.982926000026055,62.982926000026055,0.01383059995714575,64.09075040009338,[0.1675925925925926],[-0.08796296296296297],[1],[0],[0],[1.116437999997288],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
34,0,34,0,64.11903520009946,,64.09450260002632,5,64.11903520009946,64.11903520009946,0.0165127000072971,65.57308050000574,[-0.22037037037037038],[0.32407407407407407],[1],[0],[0],[1.4624173999764025],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
35,0,35,0,65.59860100003425,,65.57587350008544,5,65.59860100003425,65.59860100003425,0.014417900005355477,68.00613160000648,[0.3787037037037037],[-0.20185185185185187],[1],[0],[0],[2.4160791999893263],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
36,0,36,0,68.0315680000931,,68.00907240004744,5,68.0315680000931,68.0315680000931,0.014887399971485138,69.55529020004906,[-0.3055555555555556],[-0.019444444444444445],[1],[0],[0],[1.5315847999881953],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
37,0,37,0,69.58105560007971,,69.55810780008323,5,69.58105560007971,69.58105560007971,0.014997499994933605,71.27113570005167,[-0.34444444444444444],[0.13148148148148148],[1],[0],[0],[1.6982442000880837],['target'],TK,001,2024-10-10_19h40.06.592,visula search,2024.1.5,None,2024-10-10 19h40.22.567699 +0530,
