pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line_3.started,line_4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,random_2.started,fixation2.started,line11.started,line22.started,line33.started,line44.started,fixation2.stopped,probe2.started,key_resp_2.started,random_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
-50,x,0,0,0,0,,,,,0.0455995,,0.0391334,0.0455995,1.0029102,1.0029102,1.0029102,1.0029102,1.0529238,2.0028143,2.0028143,2.8625024,x,1,0.7494745,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,0,1,1,1,,,,,2.8707803,,2.8653896,2.8707803,3.8689811,3.8689811,3.8689811,3.8689811,3.8856327,4.8683535,4.8683535,5.8870316,v,1,1.0006645,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,0,2,2,2,,,,,5.901525,,5.8888867,5.901525,6.9011886,6.9011886,6.9011886,6.9011886,6.9011886,7.9010554,7.9010554,8.8347286,c,1,0.9171926,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,0,3,3,3,,,,,8.8502305,,8.8367005,8.8502305,9.8499412,9.8499412,9.8499412,9.8499412,9.8499412,10.8497465,10.8497465,11.1507987,z,1,0.289557,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,1,0,4,0,,,,,11.1662333,,11.1523347,11.1662333,12.1658376,12.1658376,12.1658376,12.1658376,12.1658376,13.165519,13.165519,13.5165852,x,1,0.3389168,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,1,1,5,1,,,,,13.5319805,,13.5184783,13.5319805,14.5316571,14.5316571,14.5316571,14.5316571,14.5316571,15.5314807,15.5314807,16.2491413,v,1,0.705721,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,1,2,6,2,,,,,16.2644737,,16.2508452,16.2644737,17.2642034,17.2642034,17.2642034,17.2642034,17.2642034,18.2638225,18.2638225,18.6987364,c,1,0.4233543,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,1,3,7,3,,,,,18.7136729,,18.7012359,18.7136729,19.7134173,19.7134173,19.7134173,19.7134173,19.7134173,20.7129295,20.7129295,21.0139983,z,1,0.2968102,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,2,0,8,0,,,,,21.0294546,,21.0155133,21.0294546,22.0291946,22.0291946,22.0291946,22.0291946,22.0291946,23.0290844,23.0290844,23.3804045,x,1,0.3364003,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,2,1,9,1,,,,,23.3955122,,23.3821176,23.3955122,24.3953757,24.3953757,24.3953757,24.3953757,24.3953757,25.3947949,25.3947949,25.8797806,v,1,0.4738023,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,2,2,10,2,,,,,25.894612,,25.8822927,25.894612,26.8943043,26.8943043,26.8943043,26.8943043,26.8943043,27.8940273,27.8940273,28.3953913,c,1,0.4880288,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,2,3,11,3,,,,,28.4105273,,28.3970839,28.4105273,29.4100491,29.4100491,29.4100491,29.4100491,29.4100491,30.4097421,30.4097421,30.7281839,z,1,0.311385,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,3,0,12,0,,,,,30.7430155,,30.7301209,30.7430155,31.7426854,31.7426854,31.7426854,31.7426854,31.7426854,32.7421721,32.7421721,33.3601305,x,1,0.6035938,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,3,1,13,1,,,,,33.3754037,,33.3631044,33.3754037,34.3751261,34.3751261,34.3751261,34.3751261,34.3751261,35.3748058,35.3748058,36.142833,v,1,0.7631645,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,3,2,14,2,,,,,36.1578585,,36.1451956,36.1578585,37.1574966,37.1574966,37.1574966,37.1574966,37.1574966,38.1573382,38.1573382,38.7418835,c,1,0.568575,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,3,3,15,3,,,,,38.7571675,,38.7437651,38.7571675,39.7570945,39.7570945,39.7570945,39.7570945,39.7570945,40.756455,40.756455,41.1079203,z,1,0.3413285,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,4,0,16,0,,,,,41.1227997,,41.1097193,41.1227997,42.1227317,42.1227317,42.1227317,42.1227317,42.1227317,43.1224195,43.1224195,43.6070366,x,1,0.4670164,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,4,1,17,1,,,,,43.6220302,,43.6090719,43.6220302,44.6215739,44.6215739,44.6215739,44.6215739,44.6215739,45.6218248,45.6218248,46.1727294,v,1,0.5383188,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,4,2,18,2,,,,,46.1878701,,46.1748788,46.1878701,47.1875799,47.1875799,47.1875799,47.1875799,47.1875799,48.1873997,48.1873997,48.7430149,c,1,0.5470773,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,4,3,19,3,,,,,48.7536167,,48.7467228,48.7536167,49.7532095,49.7532095,49.7532095,49.7532095,49.7532095,50.7529548,50.7529548,51.3705655,z,1,0.6011254,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,5,0,20,0,,,,,51.3859612,,51.3729172,51.3859612,52.385622,52.385622,52.385622,52.385622,52.385622,53.3853169,53.3853169,54.3534452,x,1,0.9561555,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,5,1,21,1,,,,,54.3682027,,54.356179,54.3682027,55.3680193,55.3680193,55.3680193,55.3680193,55.3680193,56.3677575,56.3677575,56.9027594,v,1,0.532787,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,5,2,22,2,,,,,56.9175818,,56.9046713,56.9175818,57.9171884,57.9171884,57.9171884,57.9171884,57.9171884,58.9168304,58.9168304,59.4179868,c,1,0.4857667,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,6,0,24,0,,,,,61.7660354,,61.7541951,61.7660354,62.765873,62.765873,62.765873,62.765873,62.765873,63.7653174,63.7653174,64.3496629,x,1,0.5730016,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,6,1,25,1,,,,,64.3650003,,64.3514962,64.3650003,65.3646762,65.3646762,65.3646762,65.3646762,65.3646762,66.3642797,66.3642797,67.1323934,v,1,0.7530279,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,6,2,26,2,,,,,67.1474241,,67.1342144,67.1474241,68.1473369,68.1473369,68.1473369,68.1473369,68.1473369,69.1465531,69.1465531,69.7814691,c,1,0.6329538,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,6,3,27,3,,,,,69.7964144,,69.7841853,69.7964144,70.7960322,70.7960322,70.7960322,70.7960322,70.7960322,71.7958419,71.7958419,72.4632547,z,1,0.654199,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,7,0,28,0,,,,,72.4787982,,72.4649583,72.4787982,73.478622,73.478622,73.478622,73.478622,73.478622,74.4781529,74.4781529,74.8626404,x,1,0.3764761,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,7,1,29,1,,,,,74.8780796,,74.8643163,74.8780796,75.8782643,75.8782643,75.8782643,75.8782643,75.8782643,76.8776946,76.8776946,77.4294383,v,1,0.5496035,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,7,2,30,2,,,,,77.4438785,,77.4312454,77.4438785,78.443762,78.443762,78.443762,78.443762,78.443762,79.4432463,79.4432463,79.8781024,c,1,0.4270226,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,7,3,31,3,,,,,79.8931147,,79.8797865,79.8931147,80.8930136,80.8930136,80.8930136,80.8930136,80.8930136,81.8923964,81.8923964,82.5109546,z,1,0.6073878,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,8,0,32,0,,,,,82.5255867,,82.514027,82.5255867,83.5256404,83.5256404,83.5256404,83.5256404,83.5256404,84.5248065,84.5248065,84.8598148,x,1,0.3254913,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,8,1,33,1,,,,,84.8748307,,84.8620222,84.8748307,85.8743301,85.8743301,85.8743301,85.8743301,85.8743301,86.8740066,86.8740066,87.4252411,v,1,0.542555,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,8,2,34,2,,,,,87.4404628,,87.4280711,87.4404628,88.4401425,88.4401425,88.4401425,88.4401425,88.4401425,89.4397999,89.4397999,89.8081699,c,1,0.3554303,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,8,3,35,3,,,,,89.8229898,,89.8112339,89.8229898,90.8226787,90.8226787,90.8226787,90.8226787,90.8226787,91.8223971,91.8223971,92.6404613,z,1,0.8070789,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,9,0,36,0,,,,,92.6553545,,92.6421456,92.6553545,93.6549875,93.6549875,93.6549875,93.6549875,93.6549875,94.6546829,94.6546829,95.1395995,x,1,0.4700745,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,9,1,37,1,,,,,95.1546727,,95.1420653,95.1546727,96.1545524,96.1545524,96.1545524,96.1545524,96.1545524,97.1540212,97.1540212,97.5727763,v,1,0.4162037,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,9,2,38,2,,,,,97.5871652,,97.5751142,97.5871652,98.5868488,98.5868488,98.5868488,98.5868488,98.5868488,99.5864219,99.5864219,100.0208329,c,1,0.4171374,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,9,3,39,3,,,,,100.036334,,100.0224662,100.036334,101.0358427,101.0358427,101.0358427,101.0358427,101.0358427,102.0356116,102.0356116,102.6375278,z,1,0.5908867,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,10,0,40,0,,,,,102.6520366,,102.6405837,102.6520366,103.6518739,103.6518739,103.6518739,103.6518739,103.6518739,104.6514605,104.6514605,105.1030898,x,1,0.4486022,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,10,1,41,1,,,,,105.1178562,,105.1053663,105.1178562,106.1175363,106.1175363,106.1175363,106.1175363,106.1175363,107.1172539,107.1172539,107.6021149,v,1,0.4828982,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,10,2,42,2,,,,,107.616989,,107.604173,107.616989,108.6167229,108.6167229,108.6167229,108.6167229,108.6167229,109.6164179,109.6164179,110.1843585,c,1,0.5505153,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,10,3,43,3,,,,,110.1995272,,110.1863505,110.1995272,111.199569,111.199569,111.199569,111.199569,111.199569,112.2013131,112.2013131,112.850029,z,1,0.636552,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,11,0,44,0,,,,,112.8653333,,112.8521312,112.8653333,113.864986,113.864986,113.864986,113.864986,113.864986,114.8645474,114.8645474,115.2491315,x,1,0.3831755,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,11,1,45,1,,,,,115.2644273,,115.2506569,115.2644273,116.2644332,116.2644332,116.2644332,116.2644332,116.2644332,117.2640185,117.2640185,117.7317597,v,1,0.4518872,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,11,2,46,2,,,,,117.7470702,,117.7333756,117.7470702,118.7468679,118.7468679,118.7468679,118.7468679,118.7468679,119.7463471,119.7463471,120.2644678,c,1,0.5085881,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,11,3,47,3,,,,,120.2793967,,120.2662175,120.2793967,121.2790983,121.2790983,121.2790983,121.2790983,121.2790983,122.2787547,122.2787547,122.8966678,z,1,0.6070039,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,12,0,48,0,,,,,122.9119339,,122.8989846,122.9119339,123.9115992,123.9115992,123.9115992,123.9115992,123.9115992,124.9111597,124.9111597,125.1632215,x,1,0.2459948,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,12,1,49,1,,,,,125.1776768,,125.1661304,125.1776768,126.1773674,126.1773674,126.1773674,126.1773674,126.1773674,127.177035,127.177035,127.6622672,v,1,0.4789612,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,12,2,50,2,,,,,127.6771303,,127.6642102,127.6771303,128.6764481,128.6764481,128.6764481,128.6764481,128.6764481,129.676179,129.676179,130.2448458,c,1,0.5653256,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,12,3,51,3,,,,,130.2593188,,130.2473332,130.2593188,131.2591486,131.2591486,131.2591486,131.2591486,131.2591486,132.2586643,132.2586643,132.8281873,z,1,0.5612226,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,13,0,52,0,,,,,132.841829,,132.8315074,132.841829,133.8414972,133.8414972,133.8414972,133.8414972,133.8414972,134.8411138,134.8411138,135.2289569,x,1,0.3815936,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,13,1,53,1,,,,,135.2411373,,135.232837,135.2411373,136.2406618,136.2406618,136.2406618,136.2406618,136.2406618,137.2403581,137.2403581,137.8251224,v,1,0.5706988,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,13,2,54,2,,,,,137.8401148,,137.8268346,137.8401148,138.8398323,138.8398323,138.8398323,138.8398323,138.8398323,139.8398958,139.8398958,140.2906664,c,1,0.4492732,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,13,3,55,3,,,,,140.3060713,,140.2919199,140.3060713,141.3056436,141.3056436,141.3056436,141.3056436,141.3056436,142.3053214,142.3053214,142.6074354,z,1,0.2982221,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,14,0,56,0,,,,,142.6218907,,142.6093812,142.6218907,143.6218527,143.6218527,143.6218527,143.6218527,143.6218527,144.6213086,144.6213086,144.956011,x,1,0.3279017,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,14,1,57,1,,,,,144.9711526,,144.957827,144.9711526,145.9709074,145.9709074,145.9709074,145.9709074,145.9709074,146.9704085,146.9704085,147.6049347,v,1,0.6173094,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,14,2,58,2,,,,,147.620311,,147.6066815,147.620311,148.6199706,148.6199706,148.6199706,148.6199706,148.6199706,149.6195562,149.6195562,150.0541466,c,1,0.4172759,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,14,3,59,3,,,,,150.0692942,,150.0562815,150.0692942,151.0691972,151.0691972,151.0691972,151.0691972,151.0691972,152.0687546,152.0687546,152.5706811,z,1,0.5002045,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,15,0,60,0,,,,,152.5850725,,152.572372,152.5850725,153.5848889,153.5848889,153.5848889,153.5848889,153.5848889,154.5845326,154.5845326,155.6354868,x,1,1.0386104,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,15,1,61,1,,,,,155.6508003,,155.6387123,155.6508003,156.6505187,156.6505187,156.6505187,156.6505187,156.6505187,157.6502159,157.6502159,158.3012732,v,1,0.6406273,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,15,2,62,2,,,,,158.3164989,,158.3034292,158.3164989,159.3162818,159.3162818,159.3162818,159.3162818,159.3162818,160.3159882,160.3159882,160.7838875,c,1,0.4598413,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,15,3,63,3,,,,,160.7991475,,160.786429,160.7991475,161.7987643,161.7987643,161.7987643,161.7987643,161.7987643,162.7983746,162.7983746,163.3829228,z,1,0.5754774,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,16,0,64,0,,,,,163.3982794,,163.3851295,163.3982794,164.3979507,164.3979507,164.3979507,164.3979507,164.3979507,165.3976048,165.3976048,166.0326303,x,1,0.6260511,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,16,1,65,1,,,,,166.0474187,,166.0348863,166.0474187,167.0470186,167.0470186,167.0470186,167.0470186,167.0470186,168.046683,168.046683,168.515008,v,1,0.4502617,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,16,2,66,2,,,,,168.5299153,,168.5174656,168.5299153,169.5294412,169.5294412,169.5294412,169.5294412,169.5294412,170.5291306,170.5291306,171.0471798,c,1,0.5052002,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,16,3,67,3,,,,,171.0622911,,171.0489467,171.0622911,172.0620106,172.0620106,172.0620106,172.0620106,172.0620106,173.0616245,173.0616245,173.4798292,z,1,0.4138124,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,17,0,68,0,,,,,173.494829,,173.4816603,173.494829,174.4945121,174.4945121,174.4945121,174.4945121,174.4945121,175.4942274,175.4942274,175.8791426,x,1,0.3675566,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,17,1,69,1,,,,,175.8940749,,175.8814873,175.8940749,176.8940061,176.8940061,176.8940061,176.8940061,176.8940061,177.893372,177.893372,178.4121866,v,1,0.5018234,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,17,2,70,2,,,,,178.4264501,,178.413986,178.4264501,179.4262175,179.4262175,179.4262175,179.4262175,179.4262175,180.4259762,180.4259762,181.1435819,c,1,0.7062602,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,17,3,71,3,,,,,181.1589329,,181.1455797,181.1589329,182.1588683,182.1588683,182.1588683,182.1588683,182.1588683,183.1582054,183.1582054,183.5765948,z,1,0.4157518,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,18,0,72,0,,,,,183.5914573,,183.5784806,183.5914573,184.5910912,184.5910912,184.5910912,184.5910912,184.5910912,185.590601,185.590601,185.892383,x,1,0.2984854,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,18,1,73,1,,,,,185.9072679,,185.8941173,185.9072679,186.9070147,186.9070147,186.9070147,186.9070147,186.9070147,187.9067073,187.9067073,188.3913759,v,1,0.4677378,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,18,2,74,2,,,,,188.4061936,,188.3942889,188.4061936,189.406065,189.406065,189.406065,189.406065,189.406065,190.4059071,190.4059071,190.8404641,c,1,0.4261325,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,18,3,75,3,,,,,190.8557255,,190.8420303,190.8557255,191.8554327,191.8554327,191.8554327,191.8554327,191.8554327,192.8553762,192.8553762,193.2905863,z,1,0.4174858,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,19,0,76,0,,,,,193.3049061,,193.2923821,193.3049061,194.3044717,194.3044717,194.3044717,194.3044717,194.3044717,195.3042453,195.3042453,195.8894206,x,1,0.5723909,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,19,1,77,1,,,,,195.9039062,,195.891113,195.9039062,196.9037533,196.9037533,196.9037533,196.9037533,196.9037533,197.9032656,197.9032656,198.6044514,v,1,0.6972626,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,19,2,78,2,,,,,198.6196351,,198.6068863,198.6196351,199.6194584,199.6194584,199.6194584,199.6194584,199.6194584,200.6192593,200.6192593,201.0371776,c,1,0.4160936,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,19,3,79,3,,,,,201.0524049,,201.0389444,201.0524049,202.0519322,202.0519322,202.0519322,202.0519322,202.0519322,203.0542129,203.0542129,203.4865778,z,1,0.4198771,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,20,0,80,0,,,,,203.5014424,,203.4890521,203.5014424,204.5010896,204.5010896,204.5010896,204.5010896,204.5010896,205.5006588,205.5006588,206.2187008,x,1,0.7006234,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,20,1,81,1,,,,,206.2336464,,206.2211298,206.2336464,207.2335591,207.2335591,207.2335591,207.2335591,207.2335591,208.233264,208.233264,208.7182555,v,1,0.4764019,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,20,2,82,2,,,,,208.7329063,,208.7205257,208.7329063,209.7326088,209.7326088,209.7326088,209.7326088,209.7326088,210.7322672,210.7322672,211.0835508,c,1,0.3384212,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
