pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line_3.started,line_4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,random_2.started,fixation2.started,line11.started,line22.started,line33.started,line44.started,fixation2.stopped,probe2.started,key_resp_2.started,random_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
150,v,,,,,32,2,130,1,883.8262203,,,,,,,,,,,,,,,,883.8097607,883.8262203,884.8087862,884.8087862,884.8087862,884.8087862,884.8216214,885.8214682,885.8214682,886.5227804,v,1,0.6881125,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,32,3,131,1,886.5411212,,,,,,,,,,,,,,,,886.5243855,886.5411212,887.5240974,887.5240974,887.5240974,887.5240974,887.5374838,888.5371449,888.5371449,889.0549288,v,1,0.502846,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,33,0,132,1,889.0735073,,,,,,,,,,,,,,,,889.0564019,889.0735073,890.058,890.058,890.058,890.058,890.0697589,891.0695906,891.0695906,891.6042517,v,1,0.5328475,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,33,1,133,1,891.6228154,,,,,,,,,,,,,,,,891.6059603,891.6228154,892.60588,892.60588,892.60588,892.60588,892.6188723,893.6186508,893.6186508,894.4364844,v,1,0.8027889,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,33,2,134,2,894.4557611,,,,,,,,,,,,,,,,894.4381396,894.4557611,895.4396198,895.4396198,895.4396198,895.4396198,895.4511554,896.4508603,896.4508603,896.8519984,c,1,0.3888346,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,33,3,135,3,896.8714938,,,,,,,,,,,,,,,,896.8539921,896.8714938,897.8557147,897.8557147,897.8557147,897.8557147,897.8673268,898.8670245,898.8670245,899.3687144,z,1,0.4937478,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,34,0,136,3,899.386913,,,,,,,,,,,,,,,,899.3714777,899.386913,900.3702915,900.3702915,900.3702915,900.3702915,900.3828598,901.3826513,901.3826513,902.101039,z,1,0.7038451,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,34,1,137,1,902.1200616,,,,,,,,,,,,,,,,902.1038706,902.1200616,903.1034372,903.1034372,903.1034372,903.1034372,903.1163041,904.1151754,904.1151754,904.6827917,v,1,0.5503156,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,34,2,138,0,904.7022514,,,,,,,,,,,,,,,,904.6855643,904.7022514,905.6859547,905.6859547,905.6859547,905.6859547,905.6978184,906.697676,906.697676,907.1149725,x,1,0.4057866,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,34,3,139,1,907.134725,,,,,,,,,,,,,,,,907.1164682,907.134725,908.1173868,908.1173868,908.1173868,908.1173868,908.1303221,909.1299831,909.1299831,909.681912,v,1,0.5502479,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,35,0,140,2,909.7009217,,,,,,,,,,,,,,,,909.6835201,909.7009217,910.684888,910.684888,910.684888,910.684888,910.6963096,911.695797,911.695797,912.0801175,c,1,0.3787986,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,35,1,141,1,912.0995579,,,,,,,,,,,,,,,,912.0817172,912.0995579,913.0823571,913.0823571,913.0823571,913.0823571,913.0952934,914.0950648,914.0950648,914.5125347,v,1,0.4132396,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,35,2,142,3,914.5323766,,,,,,,,,,,,,,,,914.5144864,914.5323766,915.5154299,915.5154299,915.5154299,915.5154299,915.527816,916.5275393,916.5275393,917.0619303,z,1,0.5305495,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,35,3,143,1,917.0809175,,,,,,,,,,,,,,,,917.0641008,917.0809175,918.0640303,918.0640303,918.0640303,918.0640303,918.0770418,919.0767132,919.0767132,921.1439113,v,1,2.0502008,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,36,0,144,3,921.16308,,,,,,,,,,,,,,,,921.1466336,921.16308,922.1457121,922.1457121,922.1457121,922.1457121,922.1591319,923.158784,923.158784,923.6932498,z,1,0.5282388,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,36,1,145,3,923.7118235,,,,,,,,,,,,,,,,923.6947802,923.7118235,924.6953103,924.6953103,924.6953103,924.6953103,924.7082702,925.7077936,925.7077936,926.2261514,z,1,0.5092395,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,36,2,146,2,926.2447916,,,,,,,,,,,,,,,,926.2280002,926.2447916,927.2279145,927.2279145,927.2279145,927.2279145,927.240732,928.2404967,928.2404967,929.125155,c,1,0.8771918,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,36,3,147,2,929.143982,,,,,,,,,,,,,,,,929.1271237,929.143982,930.1275657,930.1275657,930.1275657,930.1275657,930.1397044,931.1393782,931.1393782,931.6903935,c,1,0.5472299,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,37,0,148,0,931.7092986,,,,,,,,,,,,,,,,931.692071,931.7092986,932.6926008,932.6926008,932.6926008,932.6926008,932.7052777,933.7049927,933.7049927,935.0061501,c,0,1.2975272,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,37,1,149,3,935.0248762,,,,,,,,,,,,,,,,935.0088894,935.0248762,936.0080661,936.0080661,936.0080661,936.0080661,936.0208347,937.0205279,937.0205279,937.6546746,z,1,0.6300584,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,37,2,150,2,937.6740601,,,,,,,,,,,,,,,,937.6559992,937.6740601,938.6570641,938.6570641,938.6570641,938.6570641,938.6700891,939.6699024,939.6699024,940.1709105,c,1,0.4934497,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,37,3,151,0,940.189619,,,,,,,,,,,,,,,,940.172489,940.189619,941.1727959,941.1727959,941.1727959,941.1727959,941.1861893,942.1855031,942.1855031,942.7203569,x,1,0.5229279,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,38,0,152,3,942.7397017,,,,,,,,,,,,,,,,942.7218442,942.7397017,943.7239647,943.7239647,943.7239647,943.7239647,943.7351191,944.7347769,944.7347769,945.3860286,z,1,0.6451129,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,38,1,153,2,945.4050618,,,,,,,,,,,,,,,,945.3876453,945.4050618,946.3900816,946.3900816,946.3900816,946.3900816,946.400844,947.4004526,947.4004526,948.068005,c,1,0.6532239,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,38,2,154,3,948.0874918,,,,,,,,,,,,,,,,948.0698625,948.0874918,949.070242,949.070242,949.070242,949.070242,949.0831425,950.0828987,950.0828987,950.884434,z,1,0.7972361,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,38,3,155,1,950.9033896,,,,,,,,,,,,,,,,950.8871633,950.9033896,951.886342,951.886342,951.886342,951.886342,951.8988674,952.898573,952.898573,953.48347,v,1,0.5697724,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,39,0,156,0,953.5020497,,,,,,,,,,,,,,,,953.4864614,953.5020497,954.4850784,954.4850784,954.4850784,954.4850784,954.4979421,955.4976047,955.4976047,956.1162314,x,1,0.6162727,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,39,1,157,2,956.1347064,,,,,,,,,,,,,,,,956.1178422,956.1347064,957.1176676,957.1176676,957.1176676,957.1176676,957.1304458,958.1303975,958.1303975,958.6315927,c,1,0.4882977,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,39,2,158,1,958.6508318,,,,,,,,,,,,,,,,958.6341652,958.6508318,959.6332286,959.6332286,959.6332286,959.6332286,959.6462519,960.6460038,960.6460038,961.3308979,v,1,0.6821204,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,39,3,159,1,961.3494549,,,,,,,,,,,,,,,,961.3327216,961.3494549,962.3333586,962.3333586,962.3333586,962.3333586,962.3454579,963.3449779,963.3449779,963.8137001,v,1,0.4650265,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,40,0,160,0,963.8322672,,,,,,,,,,,,,,,,963.8163513,963.8322672,964.8152326,964.8152326,964.8152326,964.8152326,964.8278645,965.8275098,965.8275098,967.8619595,x,1,2.0195534,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,40,1,161,2,967.8810184,,,,,,,,,,,,,,,,967.8636428,967.8810184,968.8639938,968.8639938,968.8639938,968.8639938,968.8764806,969.876164,969.876164,971.1937247,c,1,1.3011012,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,40,2,162,0,971.2127072,,,,,,,,,,,,,,,,971.1953034,971.2127072,972.1958852,972.1958852,972.1958852,972.1958852,972.2087855,973.2084108,973.2084108,974.1596704,x,1,0.9343702,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,40,3,163,1,974.1782706,,,,,,,,,,,,,,,,974.1613364,974.1782706,975.1615812,975.1615812,975.1615812,975.1615812,975.1746901,976.1742715,976.1742715,977.4252965,v,1,1.2405442,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,41,0,164,2,977.4443236,,,,,,,,,,,,,,,,977.427713,977.4443236,978.4281178,978.4281178,978.4281178,978.4281178,978.4401184,979.4396858,979.4396858,980.5743868,c,1,1.1232363,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,41,1,165,3,980.593644,,,,,,,,,,,,,,,,980.576558,980.593644,981.5778959,981.5778959,981.5778959,981.5778959,981.5891988,982.5888374,982.5888374,983.2730325,z,1,0.6672763,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,41,2,166,0,983.2928254,,,,,,,,,,,,,,,,983.2752145,983.2928254,984.2777984,984.2777984,984.2777984,984.2777984,984.2896046,985.2879757,985.2879757,985.6556067,x,1,0.3594623,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,41,3,167,3,985.6750334,,,,,,,,,,,,,,,,985.6572065,985.6750334,986.6578626,986.6578626,986.6578626,986.6578626,986.6706785,987.6702322,987.6702322,988.4219787,z,1,0.7393537,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,42,0,168,0,988.4408998,,,,,,,,,,,,,,,,988.4240197,988.4408998,989.4265854,989.4265854,989.4265854,989.4265854,989.4397885,990.4359256,990.4359256,991.1706921,x,1,0.7200076,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,42,1,169,3,991.1899693,,,,,,,,,,,,,,,,991.1727208,991.1899693,992.1722723,992.1722723,992.1722723,992.1722723,992.2021013,993.1849597,993.1849597,998.9180152,z,1,5.7203729,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,42,2,170,1,998.9370734,,,,,,,,,,,,,,,,998.9198463,998.9370734,999.9209007,999.9209007,999.9209007,999.9209007,999.9326673,1000.932407,1000.932407,1001.849792,v,1,0.9129649,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,42,3,171,2,1001.869524,,,,,,,,,,,,,,,,1001.852096,1001.869524,1002.85212,1002.85212,1002.85212,1002.85212,1002.865025,1003.864731,1003.864731,1005.498678,c,1,1.6190525,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,43,0,172,1,1005.518127,,,,,,,,,,,,,,,,1005.500532,1005.518127,1006.503761,1006.503761,1006.503761,1006.503761,1006.515166,1007.513844,1007.513844,1010.63087,v,1,3.1020965,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,43,1,173,3,1010.649297,,,,,,,,,,,,,,,,1010.632432,1010.649297,1011.633146,1011.633146,1011.633146,1011.633146,1011.645348,1012.645042,1012.645042,1019.44405,z,1,6.7851296,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,43,2,174,1,1019.463703,,,,,,,,,,,,,,,,1019.445845,1019.463703,1020.446476,1020.446476,1020.446476,1020.446476,1020.459121,1021.458736,1021.458736,1022.076394,v,1,0.6008778,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,43,3,175,0,1022.095694,,,,,,,,,,,,,,,,1022.078064,1022.095694,1023.078742,1023.078742,1023.078742,1023.078742,1023.091511,1024.091281,1024.091281,1024.659386,x,1,0.5643423,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,44,0,176,2,1024.677992,,,,,,,,,,,,,,,,1024.661096,1024.677992,1025.662287,1025.662287,1025.662287,1025.662287,1025.674069,1026.673754,1026.673754,1028.158274,c,1,1.4813696,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,44,1,177,0,1028.177316,,,,,,,,,,,,,,,,1028.160389,1028.177316,1029.160204,1029.160204,1029.160204,1029.160204,1029.172918,1030.172489,1030.172489,1031.107435,x,1,0.9221732,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,44,2,178,0,1031.126505,,,,,,,,,,,,,,,,1031.110034,1031.126505,1032.109109,1032.109109,1032.109109,1032.109109,1032.121813,1033.121432,1033.121432,1033.572638,x,1,0.4440862,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,44,3,179,1,1033.591925,,,,,,,,,,,,,,,,1033.574231,1033.591925,1034.574827,1034.574827,1034.574827,1034.574827,1034.58766,1035.587444,1035.587444,1036.838007,v,1,1.2354191,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,45,0,180,3,1036.857863,,,,,,,,,,,,,,,,1036.839556,1036.857863,1037.840236,1037.840236,1037.840236,1037.840236,1037.853143,1038.852973,1038.852973,1039.637598,z,1,0.7761709,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,45,1,181,3,1039.656915,,,,,,,,,,,,,,,,1039.639398,1039.656915,1040.638997,1040.638997,1040.638997,1040.638997,1040.66908,1041.652006,1041.652006,1042.25335,z,1,0.5909579,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,45,2,182,2,1042.272344,,,,,,,,,,,,,,,,1042.2552,1042.272344,1043.255538,1043.255538,1043.255538,1043.255538,1043.268299,1044.26799,1044.26799,1044.902478,c,1,0.6187618,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,45,3,183,0,1044.921755,,,,,,,,,,,,,,,,1044.904497,1044.921755,1045.905575,1045.905575,1045.905575,1045.905575,1045.917261,1046.917227,1046.917227,1047.38529,x,1,0.4602303,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,46,0,184,1,1047.40444,,,,,,,,,,,,,,,,1047.387928,1047.40444,1048.395522,1048.395522,1048.395522,1048.395522,1048.411596,1049.399292,1049.399292,1050.30084,v,1,0.8961508,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,46,1,185,1,1050.319634,,,,,,,,,,,,,,,,1050.303359,1050.319634,1051.302613,1051.302613,1051.302613,1051.302613,1051.315684,1052.315153,1052.315153,1052.932835,v,1,0.6060854,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,46,2,186,1,1052.9522,,,,,,,,,,,,,,,,1052.934934,1052.9522,1053.934903,1053.934903,1053.934903,1053.934903,1053.947744,1054.947621,1054.947621,1056.598458,v,1,1.648027,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,46,3,187,3,1056.61716,,,,,,,,,,,,,,,,1056.599944,1056.61716,1057.599973,1057.599973,1057.599973,1057.599973,1057.613678,1058.613306,1058.613306,1059.31403,z,1,0.6944729,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,47,0,188,3,1059.332936,,,,,,,,,,,,,,,,1059.315531,1059.332936,1060.315857,1060.315857,1060.315857,1060.315857,1060.328882,1061.328723,1061.328723,1062.813328,z,1,1.4823645,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,47,1,189,3,1062.831666,,,,,,,,,,,,,,,,1062.814921,1062.831666,1063.817005,1063.817005,1063.817005,1063.817005,1063.82876,1064.827676,1064.827676,1065.911734,z,1,1.0810392,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,47,2,190,0,1065.930891,,,,,,,,,,,,,,,,1065.913409,1065.930891,1066.914012,1066.914012,1066.914012,1066.914012,1066.926793,1067.926631,1067.926631,1068.5943,x,1,0.6539407,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,47,3,191,1,1068.613404,,,,,,,,,,,,,,,,1068.596044,1068.613404,1069.596732,1069.596732,1069.596732,1069.596732,1069.609203,1070.608831,1070.608831,1071.277098,v,1,0.6563863,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,48,0,192,2,1071.296206,,,,,,,,,,,,,,,,1071.280295,1071.296206,1072.279473,1072.279473,1072.279473,1072.279473,1072.291527,1073.291296,1073.291296,1073.693046,c,1,0.3940674,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,48,1,193,3,1073.711631,,,,,,,,,,,,,,,,1073.695233,1073.711631,1074.694641,1074.694641,1074.694641,1074.694641,1074.707484,1075.707208,1075.707208,1076.325141,z,1,0.608082,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,48,2,194,3,1076.343781,,,,,,,,,,,,,,,,1076.326635,1076.343781,1077.328599,1077.328599,1077.328599,1077.328599,1077.340031,1078.339751,1078.339751,1078.941198,z,1,0.5915092,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,,,,,48,3,195,2,1078.959759,,,,,,,,,,,,,,,,1078.942874,1078.959759,1079.942592,1079.942592,1079.942592,1079.942592,1079.955761,1080.955792,1080.955792,1081.940824,c,1,0.9826967,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,49,0,196,0,1081.959384,,,,,,,,,,,,,,,,1081.943763,1081.959384,1082.946708,1082.946708,1082.946708,1082.946708,1082.958885,1083.955314,1083.955314,1084.522257,x,1,0.5501242,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,,,,,49,1,197,3,1084.541102,,,,,,,,,,,,,,,,1084.523934,1084.541102,1085.524381,1085.524381,1085.524381,1085.524381,1085.537074,1086.536825,1086.536825,1087.321509,z,1,0.7769453,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,,,,,49,2,198,1,1087.34076,,,,,,,,,,,,,,,,1087.323262,1087.34076,1088.323572,1088.323572,1088.323572,1088.323572,1088.336183,1089.335912,1089.335912,1090.787378,v,1,1.4411318,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,,,,,49,3,199,0,1090.805919,,,,,,,,,,,,,,,,1090.789279,1090.805919,1091.78938,1091.78938,1091.78938,1091.78938,1091.80179,1092.80137,1092.80137,1093.902671,x,1,1.0847419,None,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
