delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep_sound.started,sound_1.started,sound_1.stopped,beep_sound.stopped,responses.started,display_text.started,textbox.started,button.started,responses.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.7,400,unexp,18,5,221,2,1423.479744,,1423.46729,1423.479744,1424.479846,1424.479846,1424.479846,1429.564241,space,5.0812344,None,1429.565759,1430.277779,1430.607826,1430.574979,1430.575064,1430.607826,1430.607826,1430.607826,1434.245319,678,1,[3.666518799989717],[3.666535500000464],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,18,8,224,1,1452.603277,,1452.590296,1452.603277,1453.603064,1453.603064,1453.603064,1454.788217,space,1.1764569,None,1454.789492,1455.202863,1455.539361,1455.505547,1455.50562,1455.539361,1455.539361,1455.539361,1457.154024,789,1,[1.644812099984847],[1.6448257000010926],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,18,10,226,0,1465.615629,,1465.602813,1465.615629,1466.615556,1466.615556,1466.615556,1468.550818,space,1.9311935,None,1468.552092,1468.665244,1468.996527,1468.965522,1468.965592,1468.996527,1468.996527,1468.996527,1471.016572,788,1,[2.047553099982906],[2.0475719000096433],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,19,3,231,2,1488.175227,,1488.162367,1488.175227,1489.175041,1489.175041,1489.175041,1489.827292,space,0.646282,None,1489.828554,1490.541293,1490.875775,1490.845302,1490.845374,1490.875775,1490.875775,1490.875775,1493.376149,879,1,[2.5273356000252534],[2.5273512999992818],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,19,5,233,0,1500.404638,,1500.391649,1500.404638,1501.404545,1501.404545,1501.404545,1502.173422,space,0.7538998,None,1502.174771,1502.287344,1502.615918,1502.585404,1502.5855,1502.615918,1502.615918,1502.615918,1504.905554,345,1,[2.316511700017145],[2.3165297000086866],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,19,9,237,1,1518.865143,,1518.852248,1518.865143,1519.864671,1519.864671,1519.864671,1520.966704,space,1.087742,None,1520.967922,1521.381084,1521.716198,1521.685384,1521.685455,1521.716198,1521.716198,1521.716198,1523.817903,566,1,[2.1294679999991786],[2.1294786000216845],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,20,3,243,1,1545.889231,,1545.876265,1545.889231,1546.88927,1546.88927,1546.88927,1548.724254,space,1.8199372,None,1548.725532,1549.13856,1549.462207,1549.434598,1549.434645,1549.462207,1549.462207,1549.462207,1550.90649,978,1,[1.4692317000008188],[1.4692467999993823],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,20,7,247,0,1565.73281,,1565.720595,1565.73281,1566.732363,1566.732363,1566.732363,1566.884505,space,0.1345144,None,1566.885948,1566.999022,1567.327341,1567.295351,1567.295445,1567.327341,1567.327341,1567.327341,1569.516798,345,1,[2.2177271000109613],[2.2177448000002187],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,20,11,251,2,1591.156835,,1591.143212,1591.156835,1592.156433,1592.156433,1592.156433,1592.442067,space,0.2758852,None,1592.443305,1593.156177,1593.488895,1593.455328,1593.455399,1593.488895,1593.488895,1593.488895,1595.190286,546,1,[1.7315903000126127],[1.7316026000189595],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,21,5,257,2,1621.296668,,1621.284386,1621.296668,1622.296608,1622.296608,1622.296608,1622.932352,space,0.6250925,None,1622.933644,1623.645942,1623.97655,1623.945235,1623.945309,1623.97655,1623.97655,1623.97655,1627.096614,456,1,[3.1476018000103068],[3.1476153999974485],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,21,7,259,0,1635.674987,,1635.661851,1635.674987,1636.67498,1636.67498,1636.67498,1637.726994,space,1.0428579,None,1637.728284,1637.841481,1638.177587,1638.14515,1638.145221,1638.177587,1638.177587,1638.177587,1641.324974,457,1,[3.1764345999981742],[3.176449499995215],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,21,11,263,1,1653.485646,,1653.472254,1653.485646,1654.485586,1654.485586,1654.485586,1654.80441,space,0.3092355,None,1654.805679,1655.218763,1655.547759,1655.515483,1655.515554,1655.547759,1655.547759,1655.547759,1658.253074,980,1,[2.7338454000127967],[2.733859500003746],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,22,2,266,1,1669.896967,,1669.884954,1669.896967,1670.897135,1670.897135,1670.897135,1671.299326,space,0.3981131,None,1671.300551,1671.713303,1672.04857,1672.015302,1672.015374,1672.04857,1672.04857,1672.04857,1674.581432,655,1,[2.562456099985866],[2.562469799973769],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,22,4,268,2,1679.144239,,1679.13167,1679.144239,1680.144324,1680.144324,1680.144324,1680.396273,space,0.2419135,None,1680.39758,1681.110611,1681.447004,1681.415092,1681.415163,1681.447004,1681.447004,1681.447004,1686.210982,999,1,[4.792449500004295],[4.79246399999829],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,22,6,270,0,1689.907435,,1689.894599,1689.907435,1690.907394,1690.907394,1690.907394,1691.276136,space,0.3540759,None,1691.277522,1691.39049,1691.726282,1691.695119,1691.695184,1691.726282,1691.726282,1691.726282,1693.87515,908,1,[2.176567900023656],[2.1765825000184122],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,23,0,276,0,1718.747804,,1718.734879,1718.747804,1719.74775,1719.74775,1719.74775,1720.000027,space,0.2474498,None,1720.001281,1720.114217,1720.449749,1720.415497,1720.415569,1720.449749,1720.449749,1720.449749,1722.465057,456,1,[2.0453197000024375],[2.0453354000055697],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,23,7,283,1,1749.320896,,1749.307835,1749.320896,1750.320856,1750.320856,1750.320856,1750.789254,space,0.458341,None,1750.790475,1751.203622,1751.535791,1751.505127,1751.505197,1751.535791,1751.535791,1751.535791,1753.621275,897,1,[2.1130288999993354],[2.113043099991046],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,23,11,287,2,1769.564008,,1769.551012,1769.564008,1770.56384,1770.56384,1770.56384,1770.782544,space,0.2113535,None,1770.783752,1771.496903,1771.827628,1771.795597,1771.795659,1771.827628,1771.827628,1771.827628,1772.881829,876,1,[1.0790860999841243],[1.0791005000064615],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,24,2,290,2,1788.607607,,1788.594237,1788.607607,1789.60751,1789.60751,1789.60751,1790.876555,space,1.2667113,None,1790.877777,1791.590112,1791.914981,1791.885299,1791.885396,1791.914981,1791.914981,1791.914981,1794.34147,889,1,[2.452570299996296],[2.4525863000017125],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,24,4,292,1,1799.703936,,1799.690876,1799.703936,1800.703746,1800.703746,1800.703746,1800.889061,space,0.1704351,None,1800.890298,1801.303438,1801.634397,1801.605988,1801.606057,1801.634397,1801.634397,1801.634397,1803.754674,788,1,[2.141203500010306],[2.141219600016484],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,24,11,299,0,1831.275893,,1831.263559,1831.275893,1832.276026,1832.276026,1832.276026,1832.427971,space,0.1424344,None,1832.429417,1832.542638,1832.876105,1832.845435,1832.845504,1832.876105,1832.876105,1832.876105,1834.393194,667,1,[1.544379700004356],[1.544392899988452],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,25,6,306,0,1860.116142,,1860.103445,1860.116142,1861.116345,1861.116345,1861.116345,1861.584993,space,0.4590034,None,1861.586249,1861.699397,1862.025853,1861.995145,1861.995236,1862.025853,1862.025853,1862.025853,1864.450253,788,1,[2.4519731999898795],[2.4519865999754984],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,25,9,309,1,1878.343476,,1878.330961,1878.343476,1879.343532,1879.343532,1879.343532,1881.161654,space,1.8090989,None,1881.162941,1881.575991,1881.906502,1881.875772,1881.875861,1881.906502,1881.906502,1881.906502,1885.009815,878,1,[3.130424800008768],[3.130439300002763],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,25,11,311,2,1888.823214,,1888.809766,1888.823214,1889.823318,1889.823318,1889.823318,1890.625085,space,0.7849068,None,1890.626433,1891.339402,1891.665709,1891.635131,1891.635202,1891.665709,1891.665709,1891.665709,1893.806819,234,1,[2.1681460000108927],[2.1681588999927044],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,26,0,312,1,1893.82144,,1893.808285,1893.82144,1894.821568,1894.821568,1894.821568,1895.606583,space,0.7805235,None,1895.607811,1896.021357,1896.357672,1896.325648,1896.325719,1896.357672,1896.357672,1896.357672,1897.789834,987,1,[1.460473400016781],[1.4604883000138216],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,26,6,318,0,1937.723219,,1937.715088,1937.723219,1938.723417,1938.723417,1938.723417,1942.874691,space,4.1420582,None,1942.87601,1942.989113,1943.307433,1943.276016,1943.276096,1943.307433,1943.307433,1943.307433,1946.255696,436,1,[2.976043500006199],[2.9760649999952875],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,26,8,320,2,1958.833403,,1958.820601,1958.833403,1959.833643,1959.833643,1959.833643,1965.516601,space,5.6678607,None,1965.518304,1966.231438,1966.547159,1966.516266,1966.516324,1966.547159,1966.547159,1966.547159,1970.215447,678,1,[3.6958800999855157],[3.6958970999985468],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,27,2,326,1,1994.505118,,1994.492041,1994.505118,1995.504657,1995.504657,1995.504657,1996.323066,space,0.8018739,None,1996.324157,1996.737999,1997.056626,1997.025989,1997.026059,1997.056626,1997.056626,1997.056626,1999.088928,577,1,[2.0595467999810353],[2.059561300004134],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,27,6,330,2,2017.963529,,2017.950503,2017.963529,2018.963479,2018.963479,2018.963479,2019.931928,space,0.9518614,None,2019.932916,2020.646428,2020.967558,2020.936131,2020.9362,2020.967558,2020.967558,2020.967558,2023.099372,658,1,[2.159716900001513],[2.159733500011498],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,27,11,335,0,2042.422333,,2042.409726,2042.422333,2043.422095,2043.422095,2043.422095,2043.807761,space,0.3731456,None,2043.808998,2043.921854,2044.247824,2044.216072,2044.216143,2044.247824,2044.247824,2044.247824,2046.056577,678,1,[1.8370750999893062],[1.8370924000046216],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,28,0,336,0,2046.071194,,2046.058009,2046.071194,2047.070923,2047.070923,2047.070923,2047.355995,space,0.2696927,None,2047.356984,2047.470729,2047.797356,2047.765707,2047.765781,2047.797356,2047.797356,2047.797356,2051.172323,999,1,[3.4023776999965776],[3.402391699986765],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,28,5,341,2,2077.743187,,2077.730053,2077.743187,2078.743117,2078.743117,2078.743117,2078.911656,space,0.156616,None,2078.912901,2079.626156,2079.945994,2079.91593,2079.916008,2079.945994,2079.945994,2079.945994,2081.461131,890,1,[1.5417989999987185],[1.5418122000119183],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,28,11,347,1,2102.634624,,2102.621602,2102.634624,2103.634672,2103.634672,2103.634672,2103.770948,space,0.1309264,None,2103.772204,2104.184613,2104.50646,2104.476439,2104.476511,2104.50646,2104.50646,2104.50646,2108.568623,234,1,[4.088764900021488],[4.0887798000185285],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,29,1,349,2,2112.93132,,2112.918711,2112.93132,2113.931208,2113.931208,2113.931208,2115.465828,space,1.5330136,None,2115.466781,2116.180536,2116.497169,2116.465631,2116.465703,2116.497169,2116.497169,2116.497169,2118.265556,657,1,[1.7965165000059642],[1.7965302999946289],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,29,3,351,1,2122.145611,,2122.13244,2122.145611,2123.145347,2123.145347,2123.145347,2123.779639,space,0.6290653,None,2123.780504,2124.194738,2124.51874,2124.48591,2124.485985,2124.51874,2124.51874,2124.51874,2126.696725,689,1,[2.207312100013951],[2.2073289999971166],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,29,5,353,0,2132.775258,,2132.762758,2132.775258,2133.775203,2133.775203,2133.775203,2135.126991,space,1.3368295,None,2135.128239,2135.24137,2135.568079,2135.536225,2135.536299,2135.568079,2135.568079,2135.568079,2137.859373,687,1,[2.3189545000204816],[2.3189704000251368],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,30,3,363,1,2179.992801,,2179.980219,2179.992801,2180.992486,2180.992486,2180.992486,2181.327979,space,0.331779,None,2181.329434,2181.742345,2182.069413,2182.036301,2182.036372,2182.069413,2182.069413,2182.069413,2183.943294,566,1,[1.903479900007369],[1.9034940999990795],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,30,5,365,0,2188.023542,,2188.010444,2188.023542,2189.023221,2189.023221,2189.023221,2189.725338,space,0.6873301,None,2189.726805,2189.839518,2190.156828,2190.125855,2190.125929,2190.156828,2190.156828,2190.156828,2194.47339,678,1,[4.343993299989961],[4.34401109997998],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,30,6,366,2,2194.487843,,2194.475399,2194.487843,2195.487717,2195.487717,2195.487717,2195.989599,space,0.4842913,None,2195.990875,2196.70358,2197.0364,2196.996907,2196.996981,2197.0364,2197.0364,2197.0364,2198.671778,776,1,[1.671121099992888],[1.6711348000098951],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,31,7,379,1,2250.868895,,2250.85616,2250.868895,2251.868764,2251.868764,2251.868764,2252.287397,space,0.4031122,None,2252.288637,2252.701776,2253.028742,2252.996293,2252.996364,2253.028742,2253.028742,2253.028742,2255.17028,436,1,[2.1705514000204857],[2.1705715999996755],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,31,10,382,2,2264.864373,,2264.851513,2264.864373,2265.864181,2265.864181,2265.864181,2265.966279,space,0.0914078,None,2265.967537,2266.680588,2266.996407,2266.96648,2266.966554,2266.996407,2266.996407,2266.996407,2268.93209,890,1,[1.9620628999837209],[1.962079899996752],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,31,11,383,0,2268.946182,,2268.93363,2268.946182,2269.946162,2269.946162,2269.946162,2270.065117,space,0.1143558,None,2270.066701,2270.179239,2270.494398,2270.465235,2270.465296,2270.494398,2270.494398,2270.494398,2272.580651,890,1,[2.1121956999995746],[2.1122116000042297],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,32,0,384,0,2272.595163,,2272.582167,2272.595163,2273.594675,2273.594675,2273.594675,2274.08016,space,0.4788119,None,2274.081481,2274.194475,2274.519138,2274.486356,2274.486427,2274.519138,2274.519138,2274.519138,2275.913133,378,1,[1.4230773000163026],[1.4230920000118203],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,32,1,385,2,2275.927233,,2275.914971,2275.927233,2276.926999,2276.926999,2276.926999,2277.345855,space,0.4070708,None,2277.347128,2278.060024,2278.379936,2278.347242,2278.347315,2278.379936,2278.379936,2278.379936,2279.678289,843,1,[1.3275329000025522],[1.3275500999880023],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,32,8,392,1,2303.734404,,2303.720968,2303.734404,2304.734226,2304.734226,2304.734226,2304.769811,space,0.0196965,None,2304.771118,2305.184279,2305.508738,2305.47687,2305.476939,2305.508738,2305.508738,2305.508738,2308.03549,643,1,[2.5551071999943815],[2.555132200010121],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
