delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep_sound.started,sound_1.started,sound_1.stopped,beep_sound.stopped,responses.started,display_text.started,textbox.started,button.started,responses.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.4,1000,exp,31,4,376,4,2237.423368,,2237.410362,2237.423368,2238.423296,2238.423296,2238.423296,2238.825561,space,0.3891555,None,2238.826851,2239.239461,2239.556365,2239.525929,2239.526002,2239.556365,2239.556365,2239.556365,2242.923533,345,1,[3.3943645000108518],[3.394380000012461],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,1000,exp,31,5,377,6,2242.937805,,2242.9252,2242.937805,2243.938322,2243.938322,2243.938322,2244.023776,space,0.0774508,None,2244.025187,2244.138031,2244.461078,2244.427371,2244.427447,2244.461078,2244.461078,2244.461078,2246.039425,556,1,[1.6084911999932956],[1.608507600001758],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,1000,exp,31,6,378,9,2246.05404,,2246.041224,2246.05404,2247.053658,2247.053658,2247.053658,2248.888707,space,1.828195,None,2248.889955,2249.003105,2249.323742,2249.29513,2249.295185,2249.323742,2249.323742,2249.323742,2250.85453,547,1,[1.5563677999889478],[1.556383699993603],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,1000,exp,31,8,380,10,2255.184119,,2255.171769,2255.184119,2256.184042,2256.184042,2256.184042,2256.669573,space,0.479557,None,2256.670831,2257.08353,2257.409536,2257.37602,2257.376091,2257.409536,2257.409536,2257.409536,2259.21832,474,1,[1.838618999987375],[1.8386343999882229],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,1000,exp,31,9,381,5,2259.232799,,2259.219756,2259.232799,2260.232869,2260.232869,2260.232869,2261.101014,space,0.8630099,None,2261.102311,2261.815226,2262.137391,2262.105924,2262.105996,2262.137391,2262.137391,2262.137391,2264.850018,545,1,[2.7405643000092823],[2.7405804000154603],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,1000,exp,32,2,386,4,2279.692196,,2279.679833,2279.692196,2280.692403,2280.692403,2280.692403,2280.727878,space,0.0287021,None,2280.729132,2281.14213,2281.469123,2281.436427,2281.436503,2281.469123,2281.469123,2281.469123,2283.643411,894,1,[2.203607600007672],[2.203622600005474],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,1000,exp,32,3,387,5,2283.658082,,2283.645033,2283.658082,2284.657653,2284.657653,2284.657653,2284.726522,space,0.05561,None,2284.727753,2285.440743,2285.757184,2285.72595,2285.726022,2285.757184,2285.757184,2285.757184,2287.009297,999,1,[1.2800012999796309],[1.2800166999804787],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,1000,exp,32,4,388,11,2287.023641,,2287.011055,2287.023641,2288.023216,2288.023216,2288.023216,2288.509015,space,0.4825224,None,2288.510506,2289.222852,2289.549339,2289.516193,2289.516263,2289.549339,2289.549339,2289.549339,2291.191522,999,1,[1.6719157999905292],[1.6719313999929],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,1000,exp,32,5,389,3,2291.20537,,2291.193212,2291.20537,2292.205101,2292.205101,2292.205101,2292.591032,space,0.3822036,None,2292.592381,2292.704983,2293.028909,2292.995924,2292.995997,2293.028909,2293.028909,2293.028909,2294.38983,909,1,[1.3904500000062399],[1.3904684000008274],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,1000,exp,32,6,390,9,2294.404199,,2294.391311,2294.404199,2295.404082,2295.404082,2295.404082,2295.539701,space,0.1270897,None,2295.540938,2295.654065,2295.979734,2295.946993,2295.947068,2295.979734,2295.979734,2295.979734,2298.238802,242,1,[2.28806550000445],[2.288080099999206],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,1000,exp,32,7,391,7,2298.253064,,2298.240446,2298.253064,2299.252976,2299.252976,2299.252976,2300.271526,space,1.0082048,None,2300.272792,2300.685718,2301.006395,2300.975882,2300.975954,2301.006395,2301.006395,2301.006395,2303.719478,673,1,[2.740016099996865],[2.7400293999817222],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,1000,exp,32,9,393,10,2308.049788,,2308.036988,2308.049788,2309.049317,2309.049317,2309.049317,2309.818946,space,0.7670225,None,2309.820213,2310.231805,2310.559212,2310.526561,2310.526657,2310.559212,2310.559212,2310.559212,2311.982812,784,1,[1.4528910999943037],[1.4529082000080962],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,1000,exp,32,10,394,8,2311.997737,,2311.9843,2311.997737,2312.997714,2312.997714,2312.997714,2314.149713,space,1.1357162,None,2314.150974,2314.863517,2315.190536,2315.156715,2315.156787,2315.190536,2315.190536,2315.190536,2317.997824,567,1,[2.8376171000127215],[2.837631100002909],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,1000,exp,32,11,395,6,2318.012657,,2317.999607,2318.012657,2319.01247,2319.01247,2319.01247,2320.498413,space,1.482665,None,2320.499985,2320.611819,2320.94021,2320.907067,2320.907147,2320.94021,2320.94021,2320.94021,2322.196123,673,1,[1.2851325000228826],[1.2851501000113785],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,0,0,0,0,0.0212309,,0.0172563,0.0212309,1.008225,1.008225,1.0247242,3.542678,space,2.5277976,None,3.5451237,3.657302267,3.9853635,3.9549263,3.9552064,3.9853635,3.9853635,3.9853635,10.3571119,600,1,[6.3977204999828245],[6.3977344000013545],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,0,8,8,1,70.2519842,,70.2394465,70.2519842,71.2519559,71.2519559,71.2519559,71.6373056,space,0.3731732,None,71.6386166,72.05154167,72.3860417,72.3553122,72.3553756,72.3860417,72.3860417,72.3860417,79.2178558,700,1,[6.859234499977902],[6.859248900000239],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,0,10,10,2,85.5469166,,85.5343284,85.5469166,86.5463734,86.5463734,86.5463734,87.1319722,space,0.5745399,None,87.1332297,87.84621137,88.1762039,88.1451475,88.1452188,88.1762039,88.1762039,88.1762039,92.8792272,999,1,[4.730731499992544],[4.7307452999812085],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,1,1,13,0,113.8207265,,113.8079375,113.8207265,114.8204621,114.8204621,114.8204621,116.1725374,space,1.3377491,None,116.1738086,116.2865387,116.6165852,116.5853796,116.5854794,116.6165852,116.6165852,116.6165852,119.5877598,100,1,[2.9985634999757167],[2.9985786999750417],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,1,4,16,1,130.1817974,,130.169139,130.1817974,131.1816859,131.1816859,131.1816859,131.5172562,space,0.3214071,None,131.5186879,131.931448,132.2678518,132.2354409,132.2355127,132.2678518,132.2678518,132.2678518,135.1990423,700,1,[2.9599674999772105],[2.9599817999987863],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,1,10,22,2,159.0889066,,159.0758198,159.0889066,160.0886797,160.0886797,160.0886797,160.3408906,space,0.2410045,None,160.3421671,161.0548892,161.3872709,161.355096,161.35517,161.3872709,161.3872709,161.3872709,164.4223268,999,1,[3.063750600005733],[3.063764899998205],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,2,0,24,2,168.7021871,,168.6895691,168.7021871,169.7020956,169.7020956,169.7020956,170.020885,space,0.3014855,None,170.0221315,170.7351921,171.0673881,171.0354052,171.0354778,171.0673881,171.0673881,171.0673881,173.8696509,999,1,[2.830736899981275],[2.8307572999910917],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,2,5,29,1,198.4922476,,198.4793825,198.4922476,199.4920996,199.4920996,199.4920996,199.7942101,space,0.2856182,None,199.7954871,200.2084038,200.5374148,200.5051318,200.5052058,200.5374148,200.5374148,200.5374148,203.4594527,800,1,[2.950582999998005],[2.950601699994877],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,2,7,31,0,209.0549487,,209.0419439,209.0549487,210.0552394,210.0552394,210.0552394,211.1402048,space,1.0673979,None,211.1415305,211.2546677,211.5876829,211.5551911,211.5552663,211.5876829,211.5876829,211.5876829,213.839104,400,1,[2.280239299987443],[2.2802550999913365],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,3,1,37,2,245.7929481,,245.7802338,245.7929481,246.7928599,246.7928599,246.7928599,246.9965504,space,0.2006927,None,246.9979322,247.7093395,248.0373012,248.0051469,248.0052231,248.0373012,248.0373012,248.0373012,251.6930326,990,1,[3.6844075999979395],[3.6844227999972645],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,3,6,42,0,276.2661612,,276.2531732,276.2661612,277.2658005,277.2658005,277.2658005,279.234401,space,1.9607959,None,279.2357063,279.3485267,279.6745877,279.6450396,279.6451141,279.6745877,279.6745877,279.6745877,288.2643649,530,1,[8.615323700010777],[8.615339100011624],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,3,8,44,1,294.8598763,,294.8470515,294.8598763,295.8597517,295.8597517,295.8597517,296.3448237,space,0.4690269,None,296.3462276,296.7592655,297.0882532,297.0550023,297.055099,297.0882532,297.0882532,297.0882532,300.4099818,400,1,[3.3514776999945752],[3.351492700021481],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,4,4,52,1,336.6459116,,336.6329648,336.6459116,337.6456298,337.6456298,337.6456298,338.1478107,space,0.4858093,None,338.1490974,338.562058,338.8977067,338.8654807,338.8655517,338.8977067,338.8977067,338.8977067,344.1788092,897,1,[5.309833499981323],[5.309854399994947],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,4,7,55,2,355.039681,,355.0267417,355.039681,356.0395961,356.0395961,356.0395961,356.0761848,space,0.0337024,None,356.0776653,356.7893712,357.1190506,357.0854746,357.0855478,357.1190506,357.1190506,357.1190506,359.6905443,600,1,[2.6013406999991275],[2.6013550000207033],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,4,8,56,0,359.7043597,,359.6920537,359.7043597,360.7045429,360.7045429,360.7045429,361.2067342,space,0.4897997,None,361.2081936,361.3209427,361.6565289,361.6251571,361.6252297,361.6565289,361.6565289,361.6565289,366.5215042,204,1,[4.892957300005946],[4.892971799999941],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,5,0,60,1,383.6799947,,383.6669343,383.6799947,384.6799448,384.6799448,384.6799448,384.9988723,space,0.3127025,None,385.0003234,385.412826,385.7460875,385.7151869,385.7152582,385.7460875,385.7460875,385.7460875,387.8463752,409,1,[2.1275521999923512],[2.1275667999871075],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,5,4,64,0,414.4530059,,414.4401849,414.4530059,415.4530008,415.4530008,415.4530008,415.637955,space,0.1676979,None,415.6393278,415.7527602,416.0875018,416.0553861,416.0554593,416.0875018,416.0875018,416.0875018,418.3873061,100,1,[2.328421199985314],[2.328436799987685],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,5,9,69,2,439.011228,,438.9985579,439.011228,440.0112717,440.0112717,440.0112717,441.0799744,space,1.0604628,None,441.0814391,441.7938852,442.1265672,442.0950973,442.0951687,442.1265672,442.1265672,442.1265672,443.4286402,355,1,[1.3302152999967802],[1.3302322000090498],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,6,6,78,0,494.5427362,,494.5298704,494.5427362,495.542671,495.542671,495.542671,499.1272335,space,3.5752246,None,499.1286743,499.2411577,499.5767119,499.5453164,499.5453887,499.5767119,499.5767119,499.5767119,502.408619,542,1,[2.8599123999883886],[2.8599268999823835],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,6,8,80,2,506.7552639,,506.7426113,506.7552639,507.7550542,507.7550542,507.7550542,508.9571756,space,1.1934763,None,508.9585083,509.6710948,510.0083844,509.975099,509.9751701,510.0083844,510.0083844,510.0083844,512.3888231,675,1,[2.410460900020553],[2.4104880999948364],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,6,9,81,1,512.4032487,,512.3902846,512.4032487,513.4032392,513.4032392,513.4032392,514.2218543,space,0.8120476,None,514.2231203,514.6361383,514.966392,514.9350431,514.9351462,514.966392,514.966392,514.966392,518.470457,884,1,[3.5316568999842275],[3.5316729999904055],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,7,4,88,0,586.3781028,,586.3651905,586.3781028,587.3782845,587.3782845,587.3782845,587.5136926,space,0.1234483,None,587.5154151,587.6280821,587.9549928,587.9249478,587.9250464,587.9549928,587.9549928,587.9549928,590.2961614,677,1,[2.367705000011483],[2.367720400012331],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,7,9,93,1,611.336853,,611.3238807,611.336853,612.336597,612.336597,612.336597,613.1052193,space,0.7613685,None,613.1064591,613.519662,613.8459608,613.8150772,613.8151422,613.8459608,613.8459608,613.8459608,615.8376593,543,1,[2.0190454999974463],[2.0190619000059087],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,7,10,94,2,615.8521166,,615.8391597,615.8521166,616.8517007,616.8517007,616.8517007,617.8367941,space,0.9809804,None,617.8381035,618.5512157,618.88191,618.8551733,618.8552384,618.88191,618.88191,618.88191,621.0192462,132,1,[2.161115700000664],[2.161131500004558],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,8,7,103,1,669.8172052,,669.8037672,669.8172052,670.8169507,670.8169507,670.8169507,673.4350397,space,2.6075661,None,673.4364697,673.8492249,674.1774938,674.1450746,674.1451474,674.1774938,674.1774938,674.1774938,680.3324833,567,1,[6.183789300004719],[6.183803900028579],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,8,10,106,2,692.8593343,,692.8465282,692.8593343,693.8593861,693.8593861,693.8593861,696.0274432,space,2.1522281,None,696.0287062,696.7414843,697.0770379,697.0454038,697.0454739,697.0770379,697.0770379,697.0770379,700.0591387,321,1,[3.0103906999866012],[3.0104055000119843],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,8,11,107,0,700.0737763,,700.0606033,700.0737763,701.0735425,701.0735425,701.0735425,702.1759013,space,1.0995684,None,702.177154,702.2896279,702.6159836,702.5853391,702.5854118,702.6159836,702.6159836,702.6159836,704.3076227,838,1,[1.718249300000025],[1.7182674999930896],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,9,1,109,1,708.3875767,,708.3745567,708.3875767,709.3872864,709.3872864,709.3872864,710.1725868,space,0.7747825,None,710.1738533,710.5869236,710.9176301,710.8856946,710.8857696,710.9176301,710.9176301,710.9176301,712.3051392,673,1,[1.4147782000072766],[1.4147998999978881],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,9,4,112,2,730.6635239,,730.6507646,730.6635239,731.6630968,731.6630968,731.6630968,732.4983252,space,0.8235358,None,732.4996117,733.2125994,733.5482947,733.5154051,733.5154747,733.5482947,733.5482947,733.5482947,739.1291447,278,1,[5.610271499986993],[5.610286199982511],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,9,10,118,0,773.8488749,,773.8360673,773.8488749,774.8487528,774.8487528,774.8487528,777.8829389,space,3.0250482,None,777.8844347,777.9973432,778.3271293,778.2954966,778.2955898,778.3271293,778.3271293,778.3271293,781.8982923,678,1,[3.599175000010291],[3.599189500004286],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,10,3,123,2,805.0881656,,805.0753024,805.0881656,806.0881913,806.0881913,806.0881913,808.1898178,space,2.0961186,None,808.1911495,808.90377,809.238127,809.2051977,809.205256,809.238127,809.238127,809.238127,812.0048642,567,1,[2.7967537000076845],[2.7967685000039637],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,10,5,125,1,817.717397,,817.7047681,817.717397,818.7172778,818.7172778,818.7172778,819.1030533,space,0.3798093,None,819.104479,819.5170402,819.8462367,819.8152419,819.8153152,819.8462367,819.8462367,819.8462367,827.1830258,346,1,[7.364252100000158],[7.364266899996437],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,10,10,130,0,850.8730531,,850.8601878,850.8730531,851.8728317,851.8728317,851.8728317,853.008185,space,1.1289156,None,853.0096327,853.1217724,853.4578899,853.4250337,853.4251052,853.4578899,853.4578899,853.4578899,856.4898429,900,1,[3.0614673999953084],[3.0614825999946333],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,11,1,133,2,868.1497229,,868.1373084,868.1497229,869.1496977,869.1496977,869.1496977,869.2515523,space,0.0845365,None,869.2527989,869.9662346,870.2984374,870.26541,870.2655125,870.2984374,870.2984374,870.2984374,873.6996583,890,1,[3.430583100009244],[3.4305963999941014],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,11,8,140,0,903.4711746,,903.4582021,903.4711746,904.4713591,904.4713591,904.4713591,906.0397629,space,1.5572367,None,906.0411995,906.1540474,906.4884263,906.4550256,906.4551004,906.4884263,906.4884263,906.4884263,909.438121,678,1,[2.9791870999906678],[2.979201100009959],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,11,9,141,1,909.4525791,,909.4396601,909.4525791,910.4525379,910.4525379,910.4525379,911.0213518,space,0.562367,None,911.0228489,911.4355932,911.7668734,911.7356357,911.7356969,911.7668734,911.7668734,911.7668734,913.2697405,987,1,[1.5299624000035692],[1.529975999990711],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,12,1,145,2,932.1615366,,932.1493473,932.1615366,933.1615063,933.1615063,933.1615063,933.9134926,space,0.7383912,None,933.914922,934.627932,934.957524,934.9250125,934.9251035,934.957524,934.957524,934.957524,937.1949343,456,1,[2.2663189999875613],[2.2663346999906935],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,12,4,148,1,979.1964066,,979.1825462,979.1964066,980.1962386,980.1962386,980.1962386,982.8808858,space,2.6742598,None,982.8822234,983.2951015,983.6238207,983.5954281,983.5954925,983.6238207,983.6238207,983.6238207,986.7462889,789,1,[3.1476459999976214],[3.147660899994662],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,12,9,153,0,1015.1675,,1015.154801,1015.1675,1016.167576,1016.167576,1016.167576,1016.90285,space,0.7251663,None,1016.90412,1017.017252,1017.34823,1017.315306,1017.315383,1017.34823,1017.34823,1017.34823,1024.28349,457,1,[6.964554300007876],[6.964569500007201],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,13,1,157,2,1040.925776,,1040.912749,1040.925776,1041.925669,1041.925669,1041.925669,1042.660943,space,0.7311828,None,1042.662215,1043.374956,1043.708737,1043.675151,1043.675227,1043.708737,1043.708737,1043.708737,1047.342339,677,1,[3.663855999999214],[3.663870799995493],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,13,9,165,1,1088.493074,,1088.480685,1088.493074,1089.492926,1089.492926,1089.492926,1096.842513,space,7.3407017,None,1096.843841,1097.256929,1097.589163,1097.55528,1097.555395,1097.589163,1097.589163,1097.589163,1099.706353,457,1,[2.146819899993716],[2.146836500003701],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,13,11,167,0,1103.754625,,1103.741468,1103.754625,1104.754449,1104.754449,1104.754449,1104.839928,space,0.0695829,None,1104.841194,1104.954242,1105.287627,1105.255363,1105.255451,1105.287627,1105.287627,1105.287627,1111.653176,890,1,[6.394311399984872],[6.394325600005686],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,14,0,168,1,1111.668026,,1111.654812,1111.668026,1112.667709,1112.667709,1112.667709,1112.987039,space,0.3148901,None,1112.988434,1113.400849,1113.736326,1113.705599,1113.705669,1113.736326,1113.736326,1113.736326,1117.501013,344,1,[3.792042900022352],[3.7920558000041638],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,14,1,169,2,1117.515975,,1117.502451,1117.515975,1118.515903,1118.515903,1118.515903,1118.752077,space,0.2331957,None,1118.753333,1119.465799,1119.796049,1119.765713,1119.765785,1119.796049,1119.796049,1119.796049,1122.533652,675,1,[2.764602500014007],[2.764617700013332],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,14,4,172,0,1132.178369,,1132.165507,1132.178369,1133.178244,1133.178244,1133.178244,1133.29697,space,0.1024523,None,1133.298333,1133.411521,1133.74669,1133.715495,1133.715584,1133.74669,1133.74669,1133.74669,1136.212585,785,1,[2.4936697999946773],[2.493684499990195],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,15,1,181,1,1176.230187,,1176.217291,1176.230187,1177.229991,1177.229991,1177.229991,1177.382092,space,0.1358355,None,1177.383336,1177.79659,1178.126237,1178.095137,1178.095208,1178.126237,1178.126237,1178.126237,1180.214215,976,1,[2.1158091999823228],[2.115824499982409],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,15,6,186,2,1205.170371,,1205.157206,1205.170371,1206.170379,1206.170379,1206.170379,1207.822214,space,1.6433884,None,1207.82349,1208.536302,1208.865928,1208.835276,1208.83535,1208.865928,1208.865928,1208.865928,1211.13731,657,1,[2.2986183000029996],[2.298632899997756],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,15,8,188,0,1215.949943,,1215.937637,1215.949943,1216.95005,1216.95005,1216.95005,1217.335855,space,0.3830917,None,1217.337114,1217.449844,1217.776809,1217.745442,1217.745532,1217.776809,1217.776809,1217.776809,1219.368072,987,1,[1.6187446000112686],[1.6187804999935906],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,16,2,194,1,1247.505941,,1247.492928,1247.505941,1248.505864,1248.505864,1248.505864,1248.575421,space,0.0599877,None,1248.576681,1248.989143,1249.317288,1249.285267,1249.285339,1249.317288,1249.317288,1249.317288,1251.707045,768,1,[2.4183316999988165],[2.4183466999966186],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,16,6,198,2,1283.693993,,1283.681606,1283.693993,1284.694012,1284.694012,1284.694012,1285.06218,space,0.3530248,None,1285.063234,1285.776469,1286.106538,1286.075194,1286.075282,1286.106538,1286.106538,1286.106538,1289.761,878,1,[3.6824217999819666],[3.682436900009634],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,16,11,203,0,1319.115544,,1319.102709,1319.115544,1320.115403,1320.115403,1320.115403,1321.083835,space,0.9546456,None,1321.085699,1321.198312,1321.527824,1321.495234,1321.495307,1321.527824,1321.527824,1321.527824,1324.049564,232,1,[2.5505529000074603],[2.5505690000136383],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.7,400,unexp,17,0,204,2,1324.063782,,1324.051135,1324.063782,1325.063688,1325.063688,1325.063688,1325.332881,space,0.2561438,None,1325.334343,1326.046581,1326.378141,1326.345089,1326.345183,1326.378141,1326.378141,1326.378141,1329.497472,900,1,[3.1487631000054535],[3.1487789999810047],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.4,400,unexp,17,8,212,1,1365.249447,,1365.236383,1365.249447,1366.249233,1366.249233,1366.249233,1366.384647,space,0.1224594,None,1366.385902,1366.798914,1367.12797,1367.095187,1367.095282,1367.12797,1367.12797,1367.12797,1369.666989,980,1,[2.5679828000138514],[2.567997900012415],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
0.1,400,unexp,17,9,213,0,1369.681205,,1369.668377,1369.681205,1370.681184,1370.681184,1370.681184,1370.716893,space,0.0284345,None,1370.718138,1370.83093,1371.168218,1371.13553,1371.135615,1371.168218,1371.168218,1371.168218,1373.482509,908,1,[2.3433037000067998],[2.343319400009932],final,1,2024-11-11_11h13.11.595,Intentional binding,2024.1.5,None,2024-11-11 11h13.27.939400 +0530
